ID	CN	EN	RU_TRANSLATION
1554	【隐迹】处于仪式魔法中的敌方玩家目标获得生命流逝效果：降低8%生命上限。	[Hidden] Enemy player targets within the Ritual Magic gain a Health drain effect: reduces max Health by 8%.	
1555	【隐迹】明灯的护盾爆炸影响到的目标每秒受到灼烧伤害，持续4秒。	[Hidden] Targets affected by the Beacon's Shield Explosion take Burn damage every second for 4 seconds.	
1556	【隐迹】暗影能量爆炸附加恐惧的概率增加15%。	[Hidden] Chance to apply Horror upon shadow energy explosion increased by 15%.	
1557	【隐迹】死亡之握对敌方及其周围6米范围内目标均造成相同伤害。	[Hidden] Grasp of Death. deals the same amount of damage to the enemy and targets within a 6-meter radius.	
1558	【隐迹】死亡之爪生成的仪式魔法减速效果叠加3层后，有36%基础概率令目标恐惧1秒。	[Hidden] After the Ritual Magic generated by Grasp of Death stacks the Slow effect 3 times, it has a 36% base chance to inflict Horror on the target for 1 second.	
1559	【隐迹】每次攻击均有10%概率增加电流效果持续时间1秒，最多增加5秒，每0.5秒最多触发1次。	[Hidden] Each attack has a 10% chance to increase the Current effect duration by 1 second, up to a maximum of 5 seconds, triggering at most once every 0.5 seconds.	
1560	【隐迹】灰雾加持期间，每次通过技能恢复体力时，额外增加自身护甲，最多叠加3层，持续5秒。	[Hidden] During the gray fog Blessing duration, each time Health is recovered via a skill, gain additional Armor, stacking up to 3 layers, lasting 5 seconds.	
1561	【隐迹】自身在通灵仪式范围内时免疫减速效果。敌方在通灵仪式范围内会处于滞涩状态。	[Hidden] When self is within the Spirit Mediumship Ritual range, become immune to Slow effects. Enemies within the Spirit Mediumship Ritual range will be in a state of Stagnation.	
1562	【隐迹】诗意光环内的友方和自身会增加自身和友方的暴击。	[Hidden] Allies and self within the Poetic aura gain increased Critical Hit rate for self and allies.	
1563	【预加载】克莱恩喝魔药	[Preload] Klein drinks potion	
1564	【风闻】友方和自身每秒获得诗意效果，诗意效果会增加自身和友方的途径专攻，诗意光环半径6米。	[Rumor] Allies and self gain a Poetic effect every second. The Poetic effect increases the Pathway Specialty of self and allies. The Poetic aura radius is 6 meters.	
1565	【风闻】完成转运仪式后为周围的友方目标释放历史明灯，使其获得少量护盾，持续10秒，并且获得历史明灯标志。	[Rumor] After completing the Fortune-Turning Ritual., release Historical Beacon to surrounding allies, granting them a small Shield for 10 seconds and the Historical Beacon mark.	
1566	【风闻】审视效果存在时若目标血量低于20%则立刻恢复目标最大生命值的15%，不超过施法者生命20%，只能生效一次。若没触发效果，则施法者在5秒内可以使用一个二段技能为目标立刻进行治疗。	[Rumor] If the target's Health is below 20% while the Scrutiny effect is active, it immediately restores 15% of the target's max Health, not exceeding 20% of the caster's Health, and can only take effect once. If the effect is not triggered, the caster can use a second-stage skill within 5 seconds to immediately heal the target.	
1567	【风闻】对锁定目标附加电流效果，持续3秒，每秒造成一次伤害。	[Rumor] Applies a Current effect to the locked target, lasting 3 seconds, dealing damage once per second.	
1568	【风闻】帝国旗帜生命值提升15%。	[Rumor] Imperial Flag Health increased by 15%.	
1569	【风闻】死亡之爪在目标位置生成仪式魔法，造成3次伤害，伤害递增。	[Rumor] Grasp of Death generates a Ritual Magic at the target's location, dealing 3 hits of damage, with the damage increasing each time.	
1570	【风闻】死亡之爪新增二段技能—死亡之握，对目标造成少量伤害，若目标身上具有死亡侵蚀，伤害提升。	[Rumor] Grasp of Death adds a second-stage skill—Grasp of Death., dealing a small amount of damage to the target. If the target is affected by Death Erosion, the damage is increased.	
1571	【风闻】灰雾加持时间内，每次释放技能均可增加自身体力值4点，每2秒最多触发1次。	[Rumor] During the gray fog Blessing duration, each skill cast increases own Health by 4 points, triggering at most once every 2 seconds.	
1572	【魔药茶会】	[Potion Tea Party]	
1573	【鲁恩商报】古堡集市麦芽酒限时特惠！畅饮时刻！	[Loen Business News] Ancient Castle Market malt ale limited-time special offer! Drinking time!	
1574	【鲁恩商报】铸造大师急需冰原寒铁！天价收购！	[Loen Business News] Casting master urgently needs Icefield Cold Iron! Sky-high price acquisition!	
1575	【黑夜女神】对生命值低于12%的敌人造成伤害时，将其立即斩杀。	【Evernight Goddess】When dealing damage to enemies with less than 12% Health, execute them immediately.	
1576	【黑夜女神】对生命值低于18%的敌人造成伤害时，将其立即斩杀。	【Evernight Goddess】When dealing damage to enemies with less than 18% Health, execute them immediately.	
1577	【黑夜女神】对生命值低于25%的敌人造成伤害时，将其立即斩杀。	【Evernight Goddess】When dealing damage to enemies with less than 25% Health, execute them immediately.	
1578	【黑夜女神】斩杀生命值低于<HighLight>12%</>的敌方目标	[Evernight Goddess] executes enemy targets with Health below <HighLight>12%</>.	
1579	【黑夜女神】斩杀生命值低于<HighLight>18%</>的敌方目标	[Evernight Goddess] executes enemy targets with Health below <HighLight>18%</>.	
1580	【黑夜女神】斩杀生命值低于<HighLight>25%</>的敌方目标	[Evernight Goddess] executes enemy targets with Health below <HighLight>25%</>.	
1581	一一八四年一月一日 盛大的新年晚会 弗洛纳尔夫人真是一个尤物啊	January 1st, 1184. A grand New Year's party. Mrs. Flonal is truly a stunner.	
1582	一个**奇怪**的马桶。他上一位主人显然在这里进行过某种仪式。仪式的结果仍留在里面，散发着**诡异**的气味，并且拒绝被文明社会承认。	A **strange** toilet. Its previous owner clearly conducted some kind of ritual here. The results of the ritual remain inside, emitting a **weird** odor, and it refuses to be acknowledged by civilized society.	
1583	一个不断压榨下层人民的邪恶资本家，在不断追逐利益和金钱的诱惑下，最终疯狂，并失控。	An evil capitalist who constantly exploited the lower classes. Driven by the temptation of profit and money, he eventually went mad and lost control.	
1584	一个好的占卜师，解读的不仅是牌面。	A good diviner interprets more than just the cards.	
1585	一个巨大的去掉参数trigger	A huge trigger with parameters removed	
1586	一个施加了简单封印的宝箱。我们的目标，就是解除它。这正是一个非常适合初学者练习的“解除封印”仪式。	A treasure chest with a simple seal applied to it. Our goal is to break it. This is a perfect \"unsealing\" ritual for beginners to practice.	
1587	一个由黄金制作的健康护符，边缘镌刻着阳光的纹路，触感温润，象征着太阳的祝福。	A health amulet made of gold, with sunlight patterns engraved on the edges, warm to the touch, symbolizing the blessing of the Sun.	
1588	一个被诡异力量侵蚀的宝箱，正等待净化。	A treasure chest eroded by strange power, awaiting purification.	
1589	一些不相干的领域，怎么到处都是罗塞尔大帝？	Some unrelated fields, why is Emperor Roselle everywhere?	
1590	一些和你来历类似的人，我们考虑在合适的时候邀请他们加入塔罗学院。	For people with origins similar to yours, we are considering inviting them to join the Tarot Academy when the time is right.	
1591	一代又一代的人们坚持了下来，期待造物主能重新将目光投向这个被祂遗弃的地方。	Generation after generation of people persisted, hoping that the Creator would once again cast His gaze upon this place He had abandoned.	
1592	一份“绝望魔镜”的线索卷宗。	A dossier of clues regarding the Magic Mirror of Despair.	
1593	一位<P_Yellow>穿洋装的少女</>踏入草地，轻松打破了这局捉迷藏。	A <P_Yellow>young lady in a foreign-style dress</> stepped onto the grass, effortlessly breaking the game of hide-and-seek.	
1594	一位富商委托你寻找她失踪的女儿欧洛斯，线索指向只在午夜举办的神秘茶会。你找到会场，喝下特殊的茶后，竟能听懂猫言咪语。你用挠痒痒贿赂了小猫，让它们带你去找茶会的主人。交谈后你发现，苦苦寻找到的欧洛斯，竟是茶会主人本人——一位追逐自由，逃离血族家族的魔药天才。	A wealthy merchant has entrusted you with finding her missing daughter, Oros. The clues point to a mysterious tea party held only at midnight. You find the venue, and after drinking a special tea, you find you can understand cat-speak. You bribe the kittens with scratches to lead you to the host of the tea party. After talking, you discover that the Oros you struggled so hard to find is the host herself—a potion genius who is chasing freedom and fleeing her vampire family.	
1595	一切都完蛋了，车厢损坏成这样，按合同我要赔偿损坏的马车，可我即便坐牢也拿不出这么多钱。	Everything is ruined. The carriage is damaged like this. According to the contract, I have to pay for the damaged carriage, but I can't come up with that much money even if I go to jail.	
1596	一只扭曲的爪子，曾经疯狂的颤动如今归于平静，仿佛某种喧嚣终于安息。	A twisted claw; the once frantic twitching has now settled into calm, as if some clamor has finally found rest.	
1597	一只海精灵怒气冲冲地出现了，难以置信在比拼运气上自己居然输了，然而当它出现的时候，它才是真的输了。	A Sea Spirit appeared in a rage, unable to believe that it had actually lost in a luck competition. However, the moment it appeared, it had truly lost.	
1598	一只非常奇特的小猫，会像变魔术一样突然出现在家里。	A very peculiar little kitten that would suddenly appear in the house as if by magic.	
1599	一号信徒-恐惧免疫光环	Believer Number One - Horror Immunity Aura	
1600	一号信徒-近距离增伤光环	Believer Number One - Close-Range Damage Boost Aura	
1601	一号信徒-近距离增伤光环-无表现	Believer Number One - Close-Range Damage Boost Aura - No Visuals	
1602	一号信徒_延迟伤害buff	Believer Number One_Delayed damage buff	
1603	一号信徒连线打断buff1	Believer Number One connection interrupt buff 1	
1604	一号信徒连线打断buff2	Believer Number One connection interrupt buff 2	
1605	一号大帝触发器	Emperor No. 1 Trigger	
1606	一定有非凡因素导致他们疯狂……他们的目标是2-049！保护好马车！	There must be an Extraordinary factor causing them to go mad... their target is 2-049! Protect the carriage!	
1607	一定要打断皮特的仪式！	Must interrupt Pete's ritual!	
1608	一小片营养美味的面包，满足胃口，更疗愈伤口。	A small piece of nutritious and delicious bread. It satisfies the appetite and heals wounds.	
1609	一张塔罗牌	Tarot Card	
1610	一张塔罗牌浮现在半空中	A Tarot card floats in mid-air	
1611	一张塔罗牌，一种命运，你选择相信何种解读？	A Tarot card, a fate; which interpretation do you choose to believe?	
1612	一张塔罗牌？怎么会夹在这里……	A Tarot card? How did it get stuck in here...	
1613	一张泛黄的羊皮纸，上面用古赫密斯语写着几行模糊的咒文，隐约能感受到契约那边连接的强大灵性力量。	A yellowed piece of parchment with a few lines of blurred incantations written in ancient Hermes, faintly sensing the powerful spiritual force connected to the other side of the contract.	
1614	一张画着生日蛋糕的贺卡，上面写着一行生日\n祝福，如同一句尚未说破的密语。\n\n“<P_Yellow>生日快乐</>，健康成长——爱你的，哥哥。”	A greeting card with a birthday cake drawn on it, with a line of birthday\n wishes written on it, like a secret code yet to be spoken.\n\n '<P_Yellow>Happy Birthday</>, grow up healthy—Love, your brother.'	
1615	一张被水浸过的寻人启事，贴着褪色的照片。\n上面写着：\"寻找我弟弟，最后出现在金秋湖农场附近。如有线索请联系灰鸽旅馆。\"\n启事边缘被人撕掉了一半。	A water-damaged missing person notice with a faded photo. \n It reads: \"Looking for my younger brother, last seen near Golden Autumn Lake Farm. If you have any clues, please contact Gray Pigeon Inn.\" \n Half of the notice has been torn off.	
1616	一把铁黑色的左轮手枪，克莱恩最珍视的武器之一。\n操作简单、威力惊人，当它上膛的一刻开始，鲜血和哀嚎不绝于耳。\n其实克莱恩更期盼无须流血的结局，但现实总是事与愿违。\n许多生灵都被命运推搡到枪口之下。\n“请饶恕我……”丑陋的灵魂乞求着。戴半高丝绸礼帽的身影步步逼近，因斯·赞格威尔盯着那双褐色的眼眸，却没看见里面映照出任何一样东西，只余死亡的倒影。\n砰！\n丧钟为谁而鸣？\n丧钟为他而鸣。	An iron-black revolver, one of Klein's most cherished weapons. \n Simple to operate and devastating in power, from the moment it is loaded, blood and wails become constant companions. \n In truth, Klein longed for an outcome that required no bloodshed, but reality always defied his wishes. \n Many living beings were pushed by fate beneath its muzzle. \n \"Please, spare me...\" the ugly soul begged. The figure in the tall silk hat stepped closer; Ince Zangwill stared into those brown eyes, yet saw nothing reflected within them, only the shadow of death. \n Bang! \n For whom does the death knell toll? \n The death knell tolls for him.	
1617	一支羽毛笔书写：\n“子嗣的仪式成功了！尽管克莱恩发现了贫民区的连续死亡，但这并不影响故事的继续。	A fountain pen writes: \n \"The ritual for the offspring was a success! Although Klein discovered the serial deaths in the slums, this does not affect the continuation of the story.	
1618	一旦进入战斗，厄运布偶就会伺机作祟。技能命中敌人时，布偶会附身到他身上，降低其防御与抗暴击，并随你切换目标转移。它回到你身上时，厄运便由你承担。	Once entering battle, the Misfortune Doll will wait for an opportunity to cause trouble. When a skill hits an enemy, the doll will possess them, reducing their Defense and critical resistance, and transfer as you Switch targets. When it returns to you, you bear the misfortune.	
1619	一条趴在工人身上吸血的水蛭！	A leech clinging to a worker, draining their life!	
1620	一枚不规则多面骰子，散发着金芒，触手温热，像有意识在内部缓缓翻动。握住它掷出时，仿佛命运在那一瞬主动倾身，眷顾即将到来的落点。	An irregular multi-sided die that emits a golden glow, warm to the touch, as if something is slowly turning inside with consciousness. When you hold it and roll it, it feels as if fate leans in actively at that moment, favoring the upcoming landing point.	
1621	一棵沉默的柏树，枝叶在风中纹丝不动。它听不懂人类的期盼，只会把那些愿望变成柏籽掉在地上。	A silent cypress tree, its branches and leaves motionless in the wind. It does not understand human expectations, only turning those wishes into cypress seeds that fall to the ground.	
1622	一次回眸，如一滴香水坠入静水，就此扩散蔓延。在裙摆摇曳的间隙里，在慌乱的温热鼻息间，所有防线已在芬芳中溃散。臣服吧，甘愿成为那不可抗拒的魅力的战利品、所有物。	A single glance back, like a drop of perfume falling into still water, spreading and extending. In the swaying of the skirt, in the chaotic warm breath, all defenses have collapsed in the fragrance. Submit, willing to become the trophy and possession of that irresistible charm.	
1623	一次形式完备的祈祷。是否被聆听，属于不可知领域。	A complete ritual of prayer. Whether it was heard belongs to the realm of the unknowable.	
1624	一段剑气对命中目标有60%概率造成击退。	The first stage of sword energy has a 60% chance to cause knockback on the target hit.	
1625	一段震地伤害提升60%。	First-stage ground stomp damage increased by 60%.	
1626	一瓶蕴含特殊效果的神奇药剂，服用后可以让人获得心灵平静。	A magical potion with special effects that can bring peace of mind to those who take it.	
1627	一种特殊的材料，能够作为调配魔药的基底，此为众人觊觎的财富，无人不争。	A special material that can serve as a base for concocting potions; this is wealth coveted by all, which everyone fights for.	
1628	一种特殊的材料，能够作为调配魔药的基底，此为独属于你的胜利，无人可夺。	A special material that can serve as a base for concocting potions; this is your victory alone, which no one can take away.	
1629	一笔画-启动仪式	One-Stroke - Start Ritual	
1630	一笔画-启动仪式new	One-stroke drawing - Start ritual new	
1631	一笔画-启动仪式魔法	One-Stroke Drawing - Start Ritual Magic	
1632	一笔画-启动仪式魔法new	One-Stroke Drawing - Start Ritual Magic new	
1633	一级防御跑塔	Level 1 Defense Tower	
1634	一股奇异的香气弥漫在魔药房中，一个身影“嗖”地浮现，陶醉地看着药剂，丝毫没意识到自己被捉住了。	A strange fragrance permeated the potion room, and a figure \"whooshed\" into view, looking at the potion with intoxication, completely unaware that it had been caught.	
1635	一股神奇的冲动促使你迫切地想要尝试下。 “去拿起来试试吧”他说, 恶魔的语言在你心底挠痒痒	A magical urge compels you to desperately want to try it. 'Go pick it up and try,' he says, the devil's language tickling your heart.	
1636	一般来说，魔药配方和材料，尤其是主材料，都非常昂贵。	Generally speaking, potion formulas and ingredients, especially the main ingredients, are very expensive.	
1637	一袋仪式材料，用来向神祈祷。	A bag of ritual materials used for praying to the gods.	
1638	一起跳舞-中心舞阵标记buff	Dance Together - Central Dance Formation Mark Buff	
1639	一起跳舞NPC标记buff	Dance Together NPC Mark Buff	
1640	一锅端-烂番茄-给自己挂陷阱BUFF	One Pot Sweep - Rotten Tomato - Apply Trap BUFF to Self	
1641	一锅端-至尊小萝卜-给自己挂陷阱BUFF	One Pot Sweep - Supreme Little Radish - Hang Trap BUFF on yourself	
1642	一键连招	One-Click Combo	
1643	一键连招开关	One-click combo switch	
1644	一颗奇怪的食人花，没有表现出攻击性，炼药锅一旁放着一本被酸液侵染的笔记。	A strange Man-Eating Flower that shows no aggression; a notebook stained with acid is placed next to the alchemy pot.	
1645	一颗神奇的苹果，它的状态不断变化着，从腐烂到新鲜，再从新鲜回归到腐烂……	A magical apple whose state is constantly changing, from rotten to fresh, and then from fresh back to rotten...	
1646	三位一体目标buff-人性	Trinity Target Buff - humanity	
1647	三位一体目标buff-母神	Trinity Target Buff - Mother Goddess	
1648	三位一体目标buff-错误	Trinity Target Buff - Error	
1649	三段式尊名不仅是一个名字，它更接近一种神性的注视、一种召唤的咒文。	The three-part honorific name is not just a name, it is closer to a divine gaze, a spell of summoning.	
1650	三段重拳共造成180%攻击力伤害，末段击飞并获得12%最大生命护盾。	Three-stage heavy punch dealing a total of 180% attack damage, with the final stage knocking up the target and granting a 12% max health shield.	
1651	三波灵界轰击分别造成<HighLight>140%/140%/280%</>攻击伤害；第一波牵引，第二波使攻击降低15%。	Three waves of Spirit World Bombardment deal <HighLight>140%/140%/280%</> attack damage respectively; the first wave pulls, and the second reduces attack by 15%.	
1652	三波灵界轰击分别造成<HighLight>70%/70%/140%</>攻击伤害；第一波牵引，第二波使攻击降低15%。	Three waves of Spirit World Bombardment deal <HighLight>70%/70%/140%</> attack damage respectively; the first wave pulls, and the second reduces attack by 15%.	
1653	三烛仪式	Three-Candle Ritual	
1654	三级防御跑塔	Level 3 Defense Tower	
1655	三连跳跃-法术代理	Triple Jump - Spell Proxy	
1656	上次有人质疑她用魔法，她气得三天没接那人的单。	Last time someone questioned if she used magic, she was so angry she didn't take that person's orders for three days.	
1657	上行链路：生命值+120，法力恢复+2。	Uplink: Health +120, Mana recovery +2.	
1658	上行链路：生命值+180，法力恢复+3。	Uplink: Health +180, Mana recovery +3.	
1659	下一次受击后触发纸人	Trigger Paper Doll on next hit	
1660	下午<InvHighlight>两点五十五分</>，管家正在餐厅整理银器，听见卧室里传来男女主人的争吵声。\n<InvHighlight>三点</>左右，他亲眼看到男爵夫人离开卧室。\n随后，霍克斯男爵感到心脏不适，呼唤管家进入书房送药。管家两分钟后离开。\n<InvHighlight>三点二十分</>左右，管家去找霍克斯男爵，发现霍克斯男爵始终没有回应，于是叫人一起撞开房门。\n霍克斯男爵倒在书桌旁，地上是打翻的茶。	At 2:55 PM <InvHighlight>, the butler was in the dining room organizing the silverware when he heard the master and mistress arguing in the bedroom. </>\nAround 3:00 PM <InvHighlight>, he saw the Baroness leave the bedroom with his own eyes. </>Shortly after, Baron Hawkes felt discomfort in his heart and called for the butler to enter the study to deliver medicine. The butler left two minutes later. \n\nAround 3:20 PM <InvHighlight>, the butler went to find Baron Hawkes and discovered that he was not responding, so he called for others to help him break down the door. </>Baron Hawkes was lying next to the desk with spilled tea on the floor. \n	
1661	下午茶奇遇触发器	Afternoon Tea Encounter Trigger	
1662	下坠保底巨型Trigger待验证	Falling safety net giant Trigger to be verified	
1663	下水道trigger	Sewer trigger	
1664	下设神奇动物、神奇植物、灵界生物三大分会，再往下还有一些特殊的兴趣小组。	It has three sub-associations: Magical Animals, Magical Plants, and Spirit World Creatures, and further down, there are some special interest groups.	
1665	不——时代的洪流，永不终结！	No—the torrent of the era never ends!	
1666	不……我的仪式……	No... my ritual...	
1667	不、不、不，点燃就会消失，消失就是死亡。	No, no, no, if you light it, it will disappear, and disappearance is death.	
1668	不不不，我不是这个意思，我只是例行问问病情。祝您健康！	No, no, no, that's not what I meant. I was just asking about your condition as a routine. I wish you good health!	
1669	不久，混乱世界出现多个有魔力的湖泊，湖下再次分裂出新的秩序世界.....	Before long, multiple magical lakes appeared in the chaotic world, and new orderly worlds split off from beneath the lakes again...	
1670	不仅如此，它竟然连放屁都很动听，不然怎么“屁美”呢？真是头神奇的猪……	Not only that, it even sounds pleasant when it farts, otherwise why would it be called 'Fart Beauty'? What a magical pig...	
1671	不会再次眩晕	Will not be stunned again	
1672	不会触发 CD 相关 event	Will not trigger CD-related events.	
1673	不受伤害可不可选中	No damage taken, untargetable	
1674	不受治疗方属性加成或减少，也不受被治疗方属性加成或减少的生命回复。	Health recovery not affected by the healer's or the target's attribute bonuses or reductions.	
1675	不受治疗方属性加成或减少，也不受被治疗方属性加成或减少的生命回复。（此治疗依据治疗方属性存在最大值上限。）	Health recovery not affected by the healer's or the target's attribute bonuses or reductions. (This healing has a maximum cap based on the healer's attributes.)	
1676	不受进攻属性加成，也不受防御属性减免的伤害。（此伤害依据进攻方进攻属性存在最大值上限。）	Damage that is not affected by offensive attribute bonuses or defensive attribute reductions. (This damage has a maximum cap based on the attacker's offensive attributes.)	
1677	不可能，菲利普是个胆小鬼，哪敢开枪。	Impossible, Philip is a coward, how would he dare to pull the trigger.	
1678	不可选中+无敌	Untargetable + Invincibility	
1679	不可通过Action的方式手动配置，该Action是程序处理技能表里的后摇配置时，自动生成所依托的模板Action（类似DoFightAction）	Cannot be manually configured via Action; this Action is a template Action (similar to DoFightAction) automatically generated when the program processes the post-swing configuration in the skill table.	
1680	不可重叠标记Buff	Non-stacking mark buff	
1681	不可隐藏所有类型技能	Cannot hide all types of skills.	
1682	不同颜色有不同的含义代表着情绪或者身体的状态	Different colors have different meanings, representing emotions or physical states	
1683	不填则退化为buffID	If left blank, it degrades to buffID.	
1684	不填或0：代表不区分\n1：监听事件Buff的施加方	Leave blank or 0: Do not distinguish \n 1: Listen for the applier of the event Buff	
1685	不填或False表示包含治疗自身；True表示过滤治疗自身	Empty or False means including Healing yourself; True means filtering Healing yourself	
1686	不填或填0则代表沿用技能的等级	Leaving blank or entering 0 means using the skill's existing level.	
1687	不填或填0则代表读取《技能表》里指定的标称CD值。如果在技能表内部CDType为时间轴触发时，含义为在本CD点的位置触发CD。	If left blank or filled with 0, it means reading the nominal CD value specified in the 'Skill Table'. If CDType inside the skill table is triggered by the timeline, it means triggering the CD at the position of this CD point.	
1688	不填或填≤0代表不考虑时间。填>0代表在指定时间内完成位移距离才触发	Empty or ≤0 means time is not considered. Filling >0 means trigger only if the Displacement distance is completed within the specified time	
1689	不外放魔镜特效定点	No external magic mirror effect fixed point	
1690	不好，2-049逃脱了，小心它的非凡诅咒！	Oh no, 2-049 has escaped, watch out for its Extraordinary curse!	
1691	不好，是被那个女孩困在了这个城堡吗，得设法离开！	Oh no, am I trapped in this castle by that girl? I must find a way to leave!	
1692	不好，路被堵死了！大家合力击破它！	Oh no, the road is blocked! Everyone, work together to break through it!	
1693	不对啊！我得到的启示是太阳升起时对着城堡鞠躬十次，丢失的物品就会自动回来。	That's not right! The revelation I received was to bow to the castle ten times when the sun rises, and the lost items will automatically return.	
1694	不怕菇毒	Not Afraid of Mushroom Poison	
1695	不断使用升级技能，把战斗力提升到极限！	Keep using upgrade skills to push your combat power to the limit!	
1696	不明嗡鸣……失踪学生……灵性直觉告诉我，这似乎有所联系……	Unexplained humming... missing students... my spiritual intuition tells me that these seem to be connected...	
