ID	CN	EN	RU_TRANSLATION
363	<Assistant_Title1> [Friends - Delete/Block] </>\n<Assistant_Title2> System Entry: </><Assistant_System> Menu - Friends - Click Avatar </>, \n<Assistant_Title2> Deleting Friends: </> Deleting a friend will mutually terminate the friendship, and they will no longer appear in your friend list. <Assistant_Red> Deleting a friend will clear the friendliness between both parties and cannot be recovered </>. Please proceed with caution. \n<Assistant_Title2> Blocking Friends: </> If you are currently friends, blocking will automatically terminate the friendship mutually, and you will no longer receive private messages from them after blocking. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[好友]|1406}, {SendAnswer:[好友-好友列表]|1407}, {SendAnswer:[好友-私聊]|1408}, {SendAnswer:[好友-群聊]|1409}, {SendAnswer:[好友-好友度]|1410}, {SendAnswer:[好友-跨服好友]|1411}	<Assistant_Title1> [Friends - Delete/Block] </>\n<Assistant_Title2> System Entry: </><Assistant_System> Menu - Friends - Click Avatar </>, \n<Assistant_Title2> Deleting Friends: </> Deleting a friend will mutually terminate the friendship, and they will no longer appear in your friend list. <Assistant_Red> Deleting a friend will clear the friendliness between both parties and cannot be recovered </>. Please proceed with caution. \n<Assistant_Title2> Blocking Friends: </> If you are currently friends, blocking will automatically terminate the friendship mutually, and you will no longer receive private messages from them after blocking. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[Friends]|1406}, {SendAnswer:[Friends - Friend List]|1407}, {SendAnswer:[Friends - Private Chat]|1408}, {SendAnswer:[Friends - Group Chat]|1409}, {SendAnswer:[Friends - Friendliness]|1410}, {SendAnswer:[Friends - Cross-Server Friends]|1411}	
364	<Assistant_Title1> [Friends - Friendliness] </>\n<Assistant_Title2> System Entry: </><Assistant_System> Menu - Friends - Friend Private Chat - Heart icon in the top right corner </>\n<Assistant_Title2> Acquisition Source: </> Team up with a friend to defeat 1 team/squad dungeon boss, defeat a world boss as a team, complete 1 competition activity as a team, chat privately with a friend, complete 1 duo social action, or ride together to increase friendliness. Friendliness can also be increased by sending social gifts and cosmetic items. \n<Assistant_Title2> Clearing Friendliness: </><Assistant_Red> Deleting or blocking a friend will clear the friendliness between both parties and cannot be recovered </>. Please proceed with caution. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[好友]|1406}, {SendAnswer:[好友-好友列表]|1407}, {SendAnswer:[好友-私聊]|1408}, {SendAnswer:[好友-群聊]|1409}, {SendAnswer:[好友-跨服好友]|1411}, {SendAnswer:[好友-删除拉黑]|1412}	<Assistant_Title1> [Friends - Friendliness] </>\n<Assistant_Title2> System Entry: </><Assistant_System> Menu - Friends - Friend Private Chat - Heart icon in the top right corner </>\n<Assistant_Title2> Acquisition Source: </> Team up with a friend to defeat 1 team/squad dungeon boss, defeat a world boss as a team, complete 1 competition activity as a team, chat privately with a friend, complete 1 duo social action, or ride together to increase friendliness. Friendliness can also be increased by sending social gifts and cosmetic items. \n<Assistant_Title2> Clearing Friendliness: </><Assistant_Red> Deleting or blocking a friend will clear the friendliness between both parties and cannot be recovered </>. Please proceed with caution. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[Friends]|1406}, {SendAnswer:[Friends - Friend List]|1407}, {SendAnswer:[Friends - Private Chat]|1408}, {SendAnswer:[Friends - Group Chat]|1409}, {SendAnswer:[Friends - Cross-Server Friends]|1411}, {SendAnswer:[Friends - Delete/Block]|1412}	
365	<Assistant_Title1> [Social Gifting] </>\n<Assistant_Title2> System Entry: </> In <Assistant_System> Mall - Image Inscription - Social Popularity </>, you can spend Bound Pounds and Unbound Pounds to purchase social gifts to send to friends or other players. \n<Assistant_Title2> Friend Gifting: </> In <Assistant_System> Friend Private Chat - Gifting in the bottom right corner </>, you can send friendliness gifts to increase mutual friendliness. \n<Assistant_Title2> Personal Homepage Gifting: </> In <Assistant_System> Personal Homepage - Gifting in the bottom right corner </>, you can send homepage gifts to increase the recipient's personal homepage fame. If you are friends, it will additionally increase friendliness. \n<Assistant_Title2> Voice Room Gifting: </> In <Assistant_System> Voice Room - Click Player Avatar - Voice Room Gifting </>, you can send voice room gifts to increase the current room's popularity and the recipient's personal homepage fame. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[好友-好友度]|1410}	<Assistant_Title1> [Social Gifting] </>\n<Assistant_Title2> System Entry: </> In <Assistant_System> Mall - Image Inscription - Social Popularity </>, you can spend Bound Pounds and Unbound Pounds to purchase social gifts to send to friends or other players. \n<Assistant_Title2> Friend Gifting: </> In <Assistant_System> Friend Private Chat - Gifting in the bottom right corner </>, you can send friendliness gifts to increase mutual friendliness. \n<Assistant_Title2> Personal Homepage Gifting: </> In <Assistant_System> Personal Homepage - Gifting in the bottom right corner </>, you can send homepage gifts to increase the recipient's personal homepage fame. If you are friends, it will additionally increase friendliness. \n<Assistant_Title2> Voice Room Gifting: </> In <Assistant_System> Voice Room - Click Player Avatar - Voice Room Gifting </>, you can send voice room gifts to increase the current room's popularity and the recipient's personal homepage fame. \n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[Friends - Friendliness]|1410}	
366	<Assistant_Title1>Connection Shop</>\n<Assistant_Title2>View:</>\nClick <Assistant_System>Menu - Connections - Exchange</> to open the {SendAnswer:人脉商店|558}. \n<Assistant_Title2>Exchange:</>\nYou can use {SendAnswer:投影片段|557} to exchange for corresponding item rewards, which can be used in your Inventory after acquisition. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[人脉]|550}, {SendAnswer:[投影片段]|557}, {SendAnswer:[结交人脉]|554}	<Assistant_Title1>Connection Shop</>\n<Assistant_Title2>View:</>\nClick <Assistant_System>Menu - Connections - Exchange</> to open the {SendAnswer:Connection Shop|558}. \n<Assistant_Title2>Exchange:</>\nYou can use {SendAnswer:Projection Fragments|557} to exchange for corresponding item rewards, which can be used in your Inventory after acquisition. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Connections]|550}, {SendAnswer:[Projection Fragments]|557}, {SendAnswer:[Befriend Connections]|554}	
367	<Assistant_Title1>Connection Wish</>\n<Assistant_Title2>Gameplay Instructions:</>\nIn the permanent befriending event within the <Assistant_System>Menu - Connections - Befriend Connections</> interface, click the Wish button at the bottom left of the video to enter the Wish interface. \n<Assistant_Property2>After wishing for </>a specific Connection, you can increase the probability of obtaining that Connection when befriending. \n<Assistant_Title2>Wish Rules:</>\nOnly Legendary Connections that can be befriended are eligible for a wish. \nAfter making a wish, when you obtain a Legendary Connection, the probability of it being your wish target increases to <Assistant_Property1>80%</>. If the Legendary Connection obtained is not your wish target, the next Legendary Connection you obtain is guaranteed to be your wish target. \nIn permanent befriending, <Assistant_Property1>each week</> you can use <Assistant_Property1>2 times</> of the wish effect, which resets on Monday. Every time you befriend <Assistant_Property1>110 times</>, you can obtain an additional wish count. This count will not be reset, and its consumption priority is lower than the weekly reset count. \nAfter wishing for a Connection, if you accidentally select the wrong target, you can click the Cancel Wish button to cancel it. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[人脉]|550}, {SendAnswer:[关系]|551}, {SendAnswer:[结交人脉]|554}	<Assistant_Title1>Connection Wish</>\n<Assistant_Title2>Gameplay Instructions:</>\nIn the permanent befriending event within the <Assistant_System>Menu - Connections - Befriend Connections</> interface, click the Wish button at the bottom left of the video to enter the Wish interface. \n<Assistant_Property2>After wishing for </>a specific Connection, you can increase the probability of obtaining that Connection when befriending. \n<Assistant_Title2>Wish Rules:</>\nOnly Legendary Connections that can be befriended are eligible for a wish. \nAfter making a wish, when you obtain a Legendary Connection, the probability of it being your wish target increases to <Assistant_Property1>80%</>. If the Legendary Connection obtained is not your wish target, the next Legendary Connection you obtain is guaranteed to be your wish target. \nIn permanent befriending, <Assistant_Property1>each week</> you can use <Assistant_Property1>2 times</> of the wish effect, which resets on Monday. Every time you befriend <Assistant_Property1>110 times</>, you can obtain an additional wish count. This count will not be reset, and its consumption priority is lower than the weekly reset count. \nAfter wishing for a Connection, if you accidentally select the wrong target, you can click the Cancel Wish button to cancel it. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Connections]|550}, {SendAnswer:[Relationship]|551}, {SendAnswer:[Befriend Connections]|554}	
368	<Assistant_Title1>Historical Beacon</>\n<Assistant_Title2>Item Introduction:</>\nUse Historical Beacons to befriend Connections in the Befriend Connection interface.\n<Assistant_Title2>Befriending Method:</>\nClick <Assistant_System>Menu-Connection-Befriend Connection</> to enter the befriending interface, then click Befriend 1 time/5 times to proceed.\n<Assistant_Title2>Befriending Cost:</>\nEach time you befriend, you need to consume one Historical Beacon.\n<Assistant_Title2>How to Obtain:</>\n1. Click Befriend in the Befriend Connection interface; if you have insufficient Historical Beacons, a quick purchase prompt will pop up.\n2. Enter <Assistant_System>Mall-Mall-Treasury Display</> to purchase.\n3. Enter <Assistant_System>Mall-General Store-Reimbursement Shop/Adventure Shop</> to purchase.\n4. Open the Connection Shop via <Assistant_System>Menu-Connection-Exchange</> to exchange.\n5. Obtain through <Assistant_System>Gift of Fate</> or <Assistant_System>Ranked Ladder</>.\n6. Obtain through some <Assistant_System>TRPG</> gameplay or <Assistant_System>Quests</>.\n<Assistant_Title3>Recommended Search:</>{SendAnswer:[人脉]|550}, {SendAnswer:[关系]|551}, {SendAnswer:[结交人脉]|554}	<Assistant_Title1>Historical Beacon</>\n<Assistant_Title2>Item Introduction:</>\nUse Historical Beacons to befriend Connections in the Befriend Connection interface.\n<Assistant_Title2>Befriending Method:</>\nClick <Assistant_System>Menu-Connection-Befriend Connection</> to enter the befriending interface, then click Befriend 1 time/5 times to proceed.\n<Assistant_Title2>Befriending Cost:</>\nEach time you befriend, you need to consume one Historical Beacon.\n<Assistant_Title2>How to Obtain:</>\n1. Click Befriend in the Befriend Connection interface; if you have insufficient Historical Beacons, a quick purchase prompt will pop up.\n2. Enter <Assistant_System>Mall-Mall-Treasury Display</> to purchase.\n3. Enter <Assistant_System>Mall-General Store-Reimbursement Shop/Adventure Shop</> to purchase.\n4. Open the Connection Shop via <Assistant_System>Menu-Connection-Exchange</> to exchange.\n5. Obtain through <Assistant_System>Gift of Fate</> or <Assistant_System>Ranked Ladder</>.\n6. Obtain through some <Assistant_System>TRPG</> gameplay or <Assistant_System>Quests</>.\n<Assistant_Title3>Recommended Search:</>{SendAnswer:[Connections]|550}, {SendAnswer:[Relationship]|551}, {SendAnswer:[Befriend Connections]|554}	
369	<Assistant_Title1>Projection Fragment</>\n<Assistant_Title2>Item Introduction:</>\nThese are points obtained when {SendAnswer:结交人脉|554}obtaining duplicates{SendAnswer:人脉|550}, which can be used to {SendAnswer:人脉商店|558}exchange for various rewards.\n<Assistant_Title2>How to Obtain:</>\nYou can obtain Projection Fragments when you obtain duplicate Connections through befriending. The higher the quality of the duplicate Connection, the more you obtain.\n<Assistant_Title2>How to Consume:</>\nYou can open the <Assistant_System>Connection Shop</> via <Assistant_System>Menu-Connection-Exchange</> to exchange for corresponding items.\n<Assistant_Title3>Recommended Search:</>{SendAnswer:[人脉]|550}, {SendAnswer:[人脉商店]|558}, {SendAnswer:[结交人脉]|554}	<Assistant_Title1>Projection Fragment</>\n<Assistant_Title2>Item Introduction:</>\nThese are points obtained when {SendAnswer:Befriend Connections|554}obtaining duplicates{SendAnswer:Connections|550}, which can be used to {SendAnswer:Connection Shop|558}exchange for various rewards.\n<Assistant_Title2>How to Obtain:</>\nYou can obtain Projection Fragments when you obtain duplicate Connections through befriending. The higher the quality of the duplicate Connection, the more you obtain.\n<Assistant_Title2>How to Consume:</>\nYou can open the <Assistant_System>Connection Shop</> via <Assistant_System>Menu-Connection-Exchange</> to exchange for corresponding items.\n<Assistant_Title3>Recommended Search:</>{SendAnswer:[Connections]|550}, {SendAnswer:[Connection Shop]|558}, {SendAnswer:[Befriend Connections]|554}	
370	<Assistant_Title1>Relationship</>\n<Assistant_Title2>Gameplay Instructions:</>\nThere are special <Assistant_Property1>relationships</> between different Connections. Collect the corresponding {SendAnswer:人脉|550} to unlock/upgrade the relationship and refine your research into history. \nDepending on the level of <Assistant_Property2>Historical Research</>, you can obtain certain attribute bonuses. \nRelationships are divided into two categories: <Assistant_Property1>Co-op Relationship</> and <Assistant_Property1>Historical Relationship</>; both can improve Historical Research. \nFor Co-op Relationships, unlocking them can also provide certain ability enhancements for some Connections. A Connection Skill can only have one Co-op Relationship enhancement effect active at a time. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[人脉]|550}, {SendAnswer:[结交人脉]|554}, {SendAnswer:[人脉许愿]|555}	<Assistant_Title1>Relationship</>\n<Assistant_Title2>Gameplay Instructions:</>\nThere are special <Assistant_Property1>relationships</> between different Connections. Collect the corresponding {SendAnswer:Connections|550} to unlock/upgrade the relationship and refine your research into history. \nDepending on the level of <Assistant_Property2>Historical Research</>, you can obtain certain attribute bonuses. \nRelationships are divided into two categories: <Assistant_Property1>Co-op Relationship</> and <Assistant_Property1>Historical Relationship</>; both can improve Historical Research. \nFor Co-op Relationships, unlocking them can also provide certain ability enhancements for some Connections. A Connection Skill can only have one Co-op Relationship enhancement effect active at a time. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Connections]|550}, {SendAnswer:[Befriend Connections]|554}, {SendAnswer:[Connection Wishing]|555}	
371	<Assistant_Title1>《I'm Back》</>\n<Assistant_Title2>Title Description: </>This person once brushed shoulders with death but miraculously survived.\n<Assistant_Title2>How to Obtain: </>After completing the achievement {SendAnswer:[死而复生就是奇迹]|1361}, use the item <Assistant_Property1>Title: I'm Back</> to equip it.\n<Assistant_Title2>Title Rarity: </><Assistant_Property1>Normal (Rarity 1)</>	<Assistant_Title1>《I'm Back》</>\n<Assistant_Title2>Title Description: </>This person once brushed shoulders with death but miraculously survived.\n<Assistant_Title2>How to Obtain: </>After completing the achievement {SendAnswer:[Resurrection is a Miracle]|1361}, use the item <Assistant_Property1>Title: I'm Back</> to equip it.\n<Assistant_Title2>Title Rarity: </><Assistant_Property1>Normal (Rarity 1)</>	
372	<Assistant_Title1>《我回来了》</>\n<Assistant_Title2>称号说明：</>此人曾与死亡擦肩而过，但奇迹般存活于此。\n<Assistant_Title2>获取方式：</>完成成就{SendAnswer:[死而复生就是奇迹]|1361}后，使用道具<Assistant_Property1>称号·我回来了</>即可装备。\n<Assistant_Title2>称号稀有度：</><Assistant_Property1>普通（稀有度1）</>	<Assistant_Title1>《I'm Back》</>\n<Assistant_Title2>Title Description: </>This person once brushed shoulders with death but miraculously survived.\n<Assistant_Title2>How to Obtain: </>After completing the achievement {SendAnswer:[Resurrection is a Miracle]|1361}, use the item <Assistant_Property1>Title: I'm Back</> to equip it.\n<Assistant_Title2>Title Rarity: </><Assistant_Property1>Normal (Rarity 1)</>	
373	<Assistant_Title1>【Antigonus Notebook】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Original Main Story</>\n<Assistant_Title2>Quest Description: </>A lost soul, sleeping soundly in a broken old dream.\n<Assistant_Title2>How to Accept: </>Unlocked on the ninth day of the first season. Automatically accepted after completing Chapter 5 of the original story, \"First Official Commission,\" and reaching an Acting Level of <Assistant_Red>63</>.\n<Assistant_Title2>Quest Rewards</>: Cognition EXP, Bound Sol, Bound Gold Pound, Historical Beacon\n<Assistant_Title3>Recommended Search: </>{SendAnswer:[副本·安提哥努斯笔记]|18}	<Assistant_Title1>【Antigonus Notebook】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Original Main Story</>\n<Assistant_Title2>Quest Description: </>A lost soul, sleeping soundly in a broken old dream.\n<Assistant_Title2>How to Accept: </>Unlocked on the ninth day of the first season. Automatically accepted after completing Chapter 5 of the original story, \"First Official Commission,\" and reaching an Acting Level of <Assistant_Red>63</>.\n<Assistant_Title2>Quest Rewards</>: Cognition EXP, Bound Sol, Bound Gold Pound, Historical Beacon\n<Assistant_Title3>Recommended Search: </>{SendAnswer:[Dungeon·Antigonus Notebook]|18}	
