ID	CN	EN	RU_TRANSLATION
1272	{{player.name}}释放了“破空裂隙”，召唤出了<Chat_Highlight>名流之殿</>！	{{player.name}} released a \"Space-Breaking Rift\" and summoned the <Chat_Highlight>Hall of Fame</>!	
1273	{{《少男密会警长》|《警长密会神秘女》}}? 'Breaking! University Student Arrested'? 'Carnivore Raids Restaurant at Night, Tremors Felt in Residential Building'?	{{《Young Man Secretly Meets Sheriff》|《Sheriff Secretly Meets Mysterious Woman》}}? 'Breaking! University Student Arrested'? 'Carnivore Raids Restaurant at Night, Tremors Felt in Residential Building'?	
1274	{{他|她}}怎么冲上去了，不会也想猎龙吧？	{{He|She}} charged up there—don't tell me {{he|she}} wants to hunt dragons too?	
1275	{{先生|女士}} Look, it's truly magical	{{Sir|Madam}} Look, it's truly magical	
1276	{{先生|女士}} 能请您再点燃一根火柴吗	{{ Mr.| Ms.}}, could you please light another match for me?	
1277	{{年轻人，嘴还挺甜。但是光说没用，等你看她们看腻了，也请我一杯酒，如何？|你嘴真甜。可惜，这里的灯火，从来不等待任何人。 }}	{{Young man, you have a sweet tongue. But talk is cheap. When you get tired of looking at them, how about buying me a drink? |You have a sweet tongue. It's a pity, the lights here never wait for anyone. }}	
1278	{{这位英俊的先生，你听错了。|这位尊贵的女士，你听错了。}}	{{This handsome gentleman, you heard wrong. |This noble lady, you heard wrong. }}	
1279	{缺省就是crazy表的数据；如果填写了会覆写表格中的数据}	{Default is the data from the crazy table; if filled, it will overwrite the data in the table}	
1280	——上午——\n8：00-10：30   工作\n10：30-10：40  休息\n10：40-11：00 广播体操\n11：00-12：00  吃饭\n——午休——\n12：00-13：00\n——下午——\n13：00-15：30  工作\n15：30-15：40  休息\n15：40-16：00 跑操\n16：00-18：00  工作\n18：00后  晚餐（可外带）	——Morning—— \n 8:00-10:30 Work \n 10:30-10:40 Rest \n 10:40-11:00 Radio Calisthenics \n 11:00-12:00 Meal \n ——Lunch Break—— \n 12:00-13:00 \n ——Afternoon—— \n 13:00-15:30 Work \n 15:30-15:40 Rest \n 15:40-16:00 Running Exercise \n 16:00-18:00 Work \n After 18:00 Dinner (Takeout allowed)	
1281	——摘录于宫廷诗会集，1859页。\n经典的罗塞尔式韵律，形象地表达了知识的沉重，让在场的所有人沉默。	—Excerpted from the Court Poetry Collection, page 1859.\nThe classic Roselle-style rhythm vividly expresses the weight of knowledge, leaving everyone present in silence.	
1282	“1184年1月1日，盛大的新年晚会，弗洛纳尔夫人真是一个尤物啊。”	\"January 1st, 1184. A grand New Year's party. Mrs. Flonal is truly a stunner.\"	
1283	“11月18日。真是件神奇的事情，一个异想天开的实验，我发现了一位困于风暴之中、迷失于黑暗深处的可怜家伙。”	\"November 18th. What a magical thing. Through a whimsical experiment, I discovered a poor fellow trapped in a storm and lost in the depths of darkness.\"	
1284	“死亡执政官”向你投来注视。	The Death Archon is casting his gaze upon you.	
1285	“点燃深眠花梗驱邪”……一些神秘学偏方？	\"Light the Deep Sleep Flower stalk to exorcise evil\"… Some occult folk remedies?	
1286	“看见了真实造物主的清晰形象 受到了巨大的伤害……”	\"Saw the clear image of the True Creator and suffered immense damage……\"	
1287	“知识与智慧之神”向你投来注视。	The God of Knowledge and Wisdom is casting his gaze upon you.	
1288	“神降”仪式	\"Divine Descent\" ritual	
1289	“神降”仪式的材料都准备好后，我将陪同你一起开启仪式，见证奇迹般神降之时。	After the materials for the “divine descent” ritual are all prepared, I will accompany you to start the ritual and witness the miraculous moment of divine descent.	
1290	“神降”仪式进度	\"Divine Descent\" ritual progress	
1291	“神降”仪式进度 %s%%	\"Divine Descent\" ritual progress %s %%	
1292	“神降”仪式进度 %s%%\n%s	\"Divine Descent\" ritual progress %s %% \n %s	
1293	“绝望魔镜”卷宗	\"Magic Mirror of Despair\" dossier	
1294	“赛琳娜，生日快乐，这是给你的礼物。”伊丽莎白将护符递给生日宴会的主角，赛琳娜立刻将它戴在了脖颈上。\n“谢谢你，伊丽莎白！我太喜欢这个护身符了。”赛琳娜握住了好朋友的手，高兴地摇晃着，“我现在感觉很放松，身体好像更健康了！”\n“你喜欢就好。”伊丽莎白微笑起来，然后陪好友一起去门口迎接客人。\n她想着，有机会一定要谢谢地下市场那位神秘的绅士，是他帮助自己挑选了这个最好的礼物。	'Selina, happy birthday, this is a gift for you.' Elizabeth handed the amulet to the protagonist of the birthday party, and Selina immediately put it around her neck. \n 'Thank you, Elizabeth! I love this amulet so much.' Selina held her best friend's hand and shook it happily, 'I feel very relaxed now, my body seems to be healthier!' \n 'As long as you like it.' Elizabeth smiled, then accompanied her friend to the door to greet guests. \n She thought that if she had the chance, she must thank the mysterious gentleman in the underground market; it was he who helped her choose this best gift.	
1295	“这就是魔法的力量。”	\"This is the power of magic.\"	
1296	“这样的币制简直违背直觉，它一定是世界上最愚蠢的币制之一。”克莱恩困惑地调侃鲁恩的货币体质。\n“不，没有之一。”班森严肃纠正，“你应该明白，要制定合理又简单的币制需要一个前提，那就是懂得数数！可惜，在那些大人物里面，这样的人才太稀少了。”	'Such a currency system is simply counter-intuitive; it must be one of the stupidest currency systems in the world.' Klein teased the Loen currency system in confusion. \n 'No, not one of.' Benson corrected seriously, 'You should understand that to formulate a reasonable and simple currency system, there is a prerequisite, which is knowing how to count! Unfortunately, among those big shots, such talents are too rare.'	
1297	“门”已经打开，“正义”女士，你准备好对他心理治疗了吗？	The \"Door\" has been opened. Ms. Justice, are you ready to provide him with psychological therapy?	
1298	“门”领域对致命伤害的封印锁链缠绕你的心脏。单次受伤造成的生命值损失不得超过最大生命值的25%。	\"Door\" domain seals of fatal damage wrap around your heart. Single-instance damage cannot exceed 25% of your maximum HP.	
1299	“闪现”的极致是“无处不在”。	The ultimate form of Flash is \"omnipresence.\"	
1300	“黑皇帝”向你投来注视。	The Black Emperor is casting his gaze upon you.	
1301	……<P_Heart>（沉默了许久）</>因为我要为我的朋友复仇，所以选择了离开这里，去成长，去变强。	……<P_Heart>(Silent for a long time)</>Because I want to take revenge for my friend, so I chose to leave here, to grow, to become stronger.	
1302	……你投到过吗？	...Have you ever cast it?	
1303	……原本它已经被封印了，妥善保管的情况下不会造成新的损害，但，我和同伴受到了它们的蛊惑……	…Originally it had already been sealed, and it wouldn't have caused any new damage if kept properly, but my companions and I were bewitched by them…	
1304	……好吧。我有个朋友患上<P_Yellow>沉睡症</>，我要用“心脏”调配药剂治疗她。	……Alright. I have a friend suffering from <P_Yellow>Somnolence Disorder</>, and I need to use a “Heart” to concoct a potion to treat her.	
1305	……必须……挣脱……不然……会死……	……Must……break free……otherwise……I will die……	
1306	……感谢你的聆听，休息时间结束，我要继续演奏了。	...Thank you for listening, break time is over, I have to continue playing.	
1307	……我准备在你身上尝试一个新的仪式魔法了，你这个恶心的小家伙！	...I am preparing to try a new Ritual Magic on you, you disgusting little thing!	
1308	……我必须确认，湖灵会造成什么危害？它是否损伤过你们的身体或精神？	...I must confirm, what harm does the Lake Spirit cause? Has it damaged your body or mind?	
1309	……我的琴声能让人分手？	……My piano playing can make people break up?	
1310	……我知道要怎么越狱了，原来这么简单！	...I know how to break out of prison now, it's actually so simple!	
1311	……我被驯兽师占卜了命运？	...Was my fate divined by a Beast Tamer?	
1312	……战争带来的伤害仍未平息。	……The damage caused by the war has yet to subside.	
1313	……殿下，这是一种血肉魔法，通过被吞食的方式让灵体寄生于他人体内，并逐渐控制吞食者的身体，达到灵体永生的目的……	...Your Highness, this is a type of Flesh Magic. By being consumed, a spirit parasite enters another's body and gradually takes control of the host, achieving the goal of eternal life for the spirit...	
1314	……然后我们全体冲上去，和龙大战了三百回合！	...And then we all charge up and fight the dragon for three hundred rounds!	
1315	……疯狂地追逐着我……	…Madly chasing after me…	
1316	……真有这么神奇？	...Is it really that magical?	
1317	……都免费，全部免费，一便士都不会收的，请放心。	...It's all free, completely free, not a single penny will be charged, please rest assured.	
1318	　　\n\n　　知识是被扛在肩上的，它有重量，会消耗体力，背负者必须为它付出代价。\n　　这个古老民族或许比后世许多哲学体系更早地触及了一个真相——知道得越多，承受得越重。\n　　遗憾的是，现存文献大多残损。本书所能依赖的，仅有零星出土的陶片刻铭、后世抄本中的引述，以及邻近语族中若干可疑的同源词。这些材料足以暗示方向，却不足以支撑定论。\n　　笔者如实呈现证据的匮乏，而非用推测填补空白——在语源学这门学科里，承认无知本身就是一种诚实。	 \n \n Knowledge is carried on the shoulders; it has weight and consumes physical strength, and the bearer must pay a price for it. \n This ancient nation perhaps touched a truth earlier than many later philosophical systems—the more you know, the heavier you bear. \n Regrettably, most existing documents are damaged. What this book can rely on are only sporadic inscriptions on unearthed pottery shards, citations in later manuscripts, and several suspicious cognate words in neighboring language families. These materials are enough to suggest a direction, but not enough to support a conclusion. \n The author presents the lack of evidence truthfully, rather than filling the gaps with speculation—in the discipline of etymology, admitting ignorance itself is a kind of honesty.	
1319	　　\n　　……人类理性在其知识的某个门类里有一种特殊的命运，就是为一些它无法摆脱的问题所困扰。因为这些问题是由理性自身的本性向自己提出来的，但它又不能回答它们。因为它超越了人类理性的一切能力。\n　　这种困境并非源于无知，而是源于理性自身的冲动——它渴望超越经验的界限，去追问那些无法被感官验证的终极。于是理性陷入了永久的自我撕裂：它既不能停止追问，又无法给出确证的答案。	 \n ...Human reason has a special fate in a certain category of its knowledge, which is that it is troubled by some problems it cannot escape. Because these problems are proposed to it by the nature of reason itself, yet it cannot answer them. Because they transcend all the capabilities of human reason. \n This predicament does not stem from ignorance, but from the impulse of reason itself—it longs to transcend the boundaries of experience and question those ultimates that cannot be verified by the senses. Thus, reason falls into a permanent self-tearing: it can neither stop questioning nor provide a confirmed answer.	
1320	　　<InvDefault_HW>这一年的最后一天，森林遭遇了百年未遇的暴雪，猫头鹰长老召集起了一场紧急会议。</>\n\n　　<InvDefault_HW>“北边山洞上方的积雪发生了崩塌，那里面还住着冬眠的蝙蝠一家，我们不能放着它们不管。”</>\n\n　　<InvDefault_HW>所有的动物都沉默了，它们基本不和蝙蝠来往，只有邓恩在去年春天去过那个洞穴，但它早就忘记里面什么样了。</>	　　<InvDefault_HW>On the last day of that year, the forest encountered a blizzard unseen in a century. The Owl Elder convened an emergency meeting.</>\n\n　　<InvDefault_HW>\"The snow above the cave in the north has collapsed. The bat family that hibernates there is still inside; we cannot leave them to their fate.\"</>\n\n　　<InvDefault_HW>All the animals fell into silence. They basically didn't interact with the bats. Only Dunn had been to that cave last spring, but it had long since forgotten what it looked like inside.</>	
1321	　　<InvDefault_HW>邓恩和戴莉认识之后，戴莉就以“自己的羽毛掉光了，好冷”为理由在邓恩头上筑了巢，并为他重复每个被遗忘的信息；邓恩则载着它巡视森林，用厚厚的灰色皮毛为它挡风，用鹿角为它摘下最高处的浆果。</>\n\n　　<InvDefault_HW>戴莉喜欢趴在它脑袋靠后一些的位置，时常抱怨它额前的毛发不够厚实。</>	　　<InvDefault_HW>After Dunn and Daly got to know each other, Daly built a nest on Dunn's head under the pretext that \"my feathers have all fallen out, I'm so cold,\" and repeated every forgotten piece of information to him; Dunn would carry her to patrol the forest, using its thick gray fur to shield her from the wind and its antlers to pick berries from the highest branches.</>\n\n　　<InvDefault_HW>Daly liked to lie on the back of its head, often complaining that the fur on its forehead wasn't thick enough.</>	
1322	　　“不要在意什么‘毒素专家’，我是一个很友好的人，只要不面对那些该死的家伙！我最大的爱好是研究土壤、作物和品种杂交技术，相信我，这才是人类的未来。”\n　　“但大地母神教会的人不相信。”嘉德丽雅用非常隐蔽的方式为克莱恩做了介绍。\n　　原本是大地母神的人？品种杂交技术挺好的啊，只有产量提升，才能养活更多的人类，让贫困的底限变高……克莱恩看向弗兰克·李，半是礼貌半是真心地平静说道：\n　　“这是好事。”\n　　“……你果然是一位不在乎世俗观点的冒险家！非常棒，非常棒！这个世界上就是你这样的人太少了！”弗兰克·李蓝色的眼睛里露出明显的惊喜，“我只是试图把公牛、母牛和小麦杂交在一起，让小牛可以像麦子一样长出来，就差点被母神教会的人送上审判庭，仁慈的母亲啊，他们根本没有真正理解您的意志！”\n　　公牛、母牛和小麦杂交……你这个恶魔……克莱恩这才发现自己理解的品种杂交技术和对方口中的完全不是一回事情。\n\n　　——第三卷《旅行家》第一百五十六章 毒素专家	 \"Don't mind the 'Poison Expert' thing; I am a very friendly person, as long as I'm not facing those damn guys! My biggest hobby is researching soil, crops, and cross-breeding technology. Believe me, this is the future of humanity.\" \n \"But the people of the Earth Mother Church don't believe it.\" Cattleya introduced Klein in a very subtle way. \n Originally from the Earth Mother Church? Cross-breeding technology is quite good. Only by increasing production can we feed more people, raise the bottom line of poverty... Klein looked at Frank Lee and said calmly, half-politely and half-sincerely: \n \"This is a good thing.\" \n \"...You really are an adventurer who doesn't care about worldly views! Very good, very good! There are too few people like you in this world!\" Frank Lee's blue eyes showed obvious surprise. \"I just tried to cross-breed bulls, cows, and wheat together so that calves could grow like wheat, and I was almost sent to the tribunal by the Mother Church. Merciful Mother, they didn't really understand your will at all!\" \n Cross-breeding bulls, cows, and wheat... You devil... Klein only then realized that the cross-breeding technology he understood was completely different from what the other party was talking about. \n \n —— Volume 3 \"Traveler\", Chapter 156, Poison Expert	
1323	　　“发生了什么事情？”克莱恩心头咯噔了一下。\n　　他害怕这个疯狂的“杂交学家”的实验出了问题，导致“未来号”众人陷入可怕的生态灾难里。\n　　弗兰克呆滞摇头道：\n　　“我不是给你说过那些小东西吗？\n　　“它们原本需要安眠一段时间才有可能生长和繁殖，结果……”\n　　“结果什么？”克莱恩的脸色已变得凝重。\n　　蹲着的弗兰克抬头上望道：\n　　“它们刚才完成了大规模的繁殖，还发生了异变。\n　　“这，这简直是神迹！”\n　　“然后呢？它们去了哪里？还在你的‘实验室’内吗？”克莱恩直觉地认为这不是好事。\n　　弗兰克用两秒钟的时间消化了问题，挽起袖子，露出体毛浓密的手臂。\n　　他敲了敲面前的甲板，露出疑惑的笑容道。\n　　“它们钻进了这里，好像在，在改造‘未来号’……”\n　　沉闷的敲击声中，甲板上突然涌出了一股疑似牛奶的乳白喷泉，溅了弗兰克·李满头满脸。\n　　他舔了嘴边的液体一口，惊喜出声道：\n　　“‘未来号’，‘未来号’产奶了！”\n\n　　——第三卷《旅行家》第一百七十四章 疯狂的异变	“What happened?” Klein’s heart skipped a beat. \n He was afraid that this crazy “Hybridizer’s” experiment had gone wrong, causing the people on the Future to fall into a terrifying ecological disaster. \n Frank shook his head dully and said: \n “Didn’t I tell you about those little things? \n They originally needed to slumber for a period of time before they could grow and reproduce, but as a result…” \n “As a result of what?” Klein’s expression had become grave. \n Frank, who was squatting, looked up and said: \n “They just completed large-scale reproduction, and a mutation occurred. \n This, this is simply a miracle!” \n “Then what? Where did they go? Are they still in your ‘laboratory’?” Klein intuitively felt that this was not a good thing. \n Frank took two seconds to digest the question, rolled up his sleeves, and revealed his hairy arms. \n He knocked on the deck in front of him and said with a puzzled smile. \n “They drilled in here, it seems they are, they are modifying the Future…” \n Amidst the dull knocking sound, a milky white fountain suspected to be milk suddenly gushed out from the deck, splashing Frank Lee all over his head and face. \n He licked the liquid by his mouth and said in surprise: \n “The Future, the Future is producing milk!” \n \n —— Volume 3: Traveler, Chapter 174: Crazy Mutation	
1324	　　……\n\n　　使用银制 <Mark id=\"#159\">仪式匕首</>，取<InvHighlight>双腕鲜血少许</>、混合后涂抹于仪式法阵之上，坚定以自身意志主动束缚灵魂的决心……服下不朽苔的汁液，念诵：“躯壳暂归永夜，真名藏于灰烬。” \n\n　　……<Tips stylename=\"Letter_Highlight\" id=\"#160\">躯体呈现所有死亡表征</>，七日后恢复如常。	... \n \n Use a silver <Mark id=\"#159\"> Ritual Dagger, </> take <InvHighlight> a little blood from both wrists, </> mix it, and smear it on the ritual magic circle, firming the determination to actively bind the soul with one's own will... Take the juice of the Immortal Moss and chant: \"The shell temporarily returns to the eternal night, the true name is hidden in the ashes.\" \n \n ... <Tips stylename=\"Letter_Highlight\" id=\"#160\"> The body presents all the signs of death, </> and returns to normal after seven days.	
1325	　　……\n\n　　取受术者发丝与施术者 <Mark id=\"#159\">发丝纠缠</>，用双生草根须榨取的汁液1:1混合<InvHighlight>施术者掌心血</>，浸泡整夜。日出前取该液体绘制法阵，念诵：“彼此照映的星星啊，离开既定的轨道。此星晦暗，彼星长明。”\n\n　　……命运错轨，<Tips stylename=\"Letter_Highlight\" id=\"#160\">必死者重获新生</>。 	... \n \n Take the hair of the subject and the <Mark id=\"#159\"> hair </> of the caster, mix it 1:1 with the juice extracted from the roots of the Twin Grass and <InvHighlight> the blood from the caster's palm, </> and soak it overnight. Before sunrise, use this liquid to draw a magic circle and chant: \"Oh, stars that reflect each other, leave the established orbit. This star is dim, that star shines long.\" \n \n ... The fate is derailed, <Tips stylename=\"Letter_Highlight\" id=\"#160\"> and the one who must die is reborn. </>	
1326	　　……\n　　6月13日\n　　<InvHighlight>金梧桐区</>五十户居民家中<Mark id=\"#159\">下水道</>堵塞，清理时发现管道被<Mark id=\"#159\">植物藤蔓</>塞满。\n\n　　6月14日\n　　富商米格尔死于<InvHighlight>金梧桐区</>的玻璃花房，被发现时身上结满紫红色葡萄。\n\n　　6月18日\n　　纺织工人贝丝在<InvHighlight>南区</>捡到三根蜡烛和一段木头手臂，现场有<Mark id=\"#159\">邪恶仪式</>的痕迹。\n　　……	... \n June 13th \n <InvHighlight> North Borough </> In the homes of fifty residents <Mark id=\"#159\"> sewers </> were blocked, and during cleaning, it was discovered that the pipes were stuffed with <Mark id=\"#159\"> plant vines </>. \n \n June 14th \n Wealthy merchant Miguel died in a <InvHighlight> glass conservatory in the North Borough </>, and when discovered, his body was covered in purple-red grapes. \n \n June 18th \n Textile worker Beth found three candles and a wooden arm in the <InvHighlight> South District </>, and there were traces of an <Mark id=\"#159\"> evil ritual </> at the scene. \n ...	
1327	　　不知道还能不能回伦堡，鲁恩的天气太阴沉了，雨水多不适合作物生长。\n\n\n　　主教让我负责后勤保障，顺带研究一下怎么加速魔药消化。\n\n\n　　消化丰收祭司的魔药……要不我在临时据点里种点什么？	I don't know if I can ever return to Lenburg. The weather in Loen is too gloomy, and the rain is not suitable for crop growth. \n \n \n The Bishop asked me to be responsible for logistics and, by the way, research how to accelerate potion digestion. \n \n \n Digesting the Harvest Priest potion... Should I plant something in the temporary stronghold?	
1328	　　今双方协定，将名下小型城堡领地完整让渡于<TarotTextCurrent> {{PlayerName}} </>：\n\n　　自本契约签署之日起，<TarotTextCurrent> {{PlayerName}} </>即取得该领地的完全所有权、排他使用权与自主经营管理权。\n\n　　领地归<TarotTextCurrent> {{PlayerName}} </>永久持有并自由支配；领地所产生的一切收益、产出及未来增值，均归受<TarotTextCurrent> {{PlayerName}} </>独享。\n\n　　本契约为永久让渡，一经双方签署即生效，具有不可撤销之法律效力。	Both parties hereby agree to the complete transfer of the small castle territory under the name to <TarotTextCurrent> {{PlayerName}} </>: \n\n From the date of signing this contract, <TarotTextCurrent> {{PlayerName}} </> shall obtain full ownership, exclusive usage rights, and autonomous management rights of the territory. \n\n The territory shall be held permanently and freely disposed of by <TarotTextCurrent> {{PlayerName}} </>; all income, output, and future appreciation generated by the territory shall belong exclusively to <TarotTextCurrent> {{PlayerName}} </>. \n\n This contract is a permanent transfer, effective upon signing by both parties, and holds irrevocable legal force.	
1329	　　今天我在那个遗迹里找到一本旧书！\n　　书上提到一种起死回生的魔法，说是要通过仪式向神祈祷，借助丰饶之树的力量什么的。\n　　神指的是女神吗？仪式需要的东西倒是很简单，用平时攒下的零花钱就能买全了！\n　　等着吧，小云，你回来后，我一定给你摘最甜的树莓吃！\n　　这事可不能告诉妈妈，唉，她太爱大惊小怪。\n　　等我把小云带回家，她肯定会吓一大跳吧，嘿嘿。	Today I found an old book in those ruins! \n The book mentions a magic to bring the dead back to life, saying it requires praying to a god through a ritual, using the power of the Tree of Abundance or something. \n Does the god refer to the Goddess? The things needed for the ritual are quite simple; I can buy them all with the pocket money I've saved up! \n Just you wait, Little Cloud, when you come back, I will definitely pick the sweetest raspberries for you to eat! \n I can't tell Mom about this; sigh, she is too prone to making a fuss. \n When I bring Little Cloud home, she will definitely be shocked, hehe.	
1330	　　他们竟然在事先没找我商量的情况下，决定让我和阿贝尔家族的玛蒂尔达订婚！\n　　天啊，我甚至都还没有见过她！\n　　不行，我要拒绝！\n　　我就算离家出走，就算从此自力更生，受尽打压，也要反抗这桩包办婚姻！	They actually decided to have me engaged to Matilda of the Abel Family without discussing it with me beforehand! \n God, I haven't even met her! \n No, I refuse! \n Even if I run away from home, even if I have to make a living on my own and suffer suppression, I will resist this arranged marriage!	
1331	　　近日，金秋湖连续出现多起少女死亡事件。所有死者颈部均留有清晰的穿刺创口。\n　　案发现场均呈现诡异的一致性：屋内散落着银质烛台与大量枯萎的玫瑰花瓣，似乎被刻意布置成古典婚礼现场。据调查，这些少女生前均热衷阅读《暮色之城》《惊情德古拉》等<Highlight>吸血鬼</>爱情小说。	　　Recently, there have been a series of deaths of young girls at Golden Autumn Lake. All the victims had clear puncture wounds on their necks. \n　　The crime scenes all displayed an eerie consistency: silver candlesticks and a large number of withered rose petals were scattered throughout the rooms, as if they had been deliberately arranged to resemble a classical wedding scene. According to the investigation, all these young girls were avid readers of vampire romance novels such as \"City of Twilight\" and \"Dracula\" before their deaths. <Highlight>vampire</>	
1332	　　还在为不会说话而烦恼吗？\n\n　　搜罗上百条因蒂斯传奇帝王罗塞尔·古斯塔夫的名言，数十名社会评论家联袂推荐，本书将为你解答罗塞尔大帝的说话之道！	　　Are you still troubled by not knowing how to speak? \n\n　　Collecting hundreds of quotes from the legendary Intis Emperor Roselle Gustav, recommended by dozens of social critics, this book will answer the art of conversation of Emperor Roselle for you!	
1333	　　这一年的最后一天，森林遭遇了百年未遇的暴雪，猫头鹰长老召集起了一场紧急会议。\n\n　　 “北边山洞上方的积雪发生了崩塌，那里面还住着冬眠的蝙蝠一家，我们不能放着它们不管。”\n\n　　所有的动物都沉默了，它们基本不和蝙蝠来往，只有邓恩在去年春天去过那个洞穴，但它早就忘记里面什么样了。\n\n　　“我们去吧！”戴莉跳到了鹿角顶端，“就算你在里面迷失了方向，我的歌声也能把我们带到正确的道路上。”\n\n　　它们就这样进入了洞穴，里面结构错综复杂，邓恩和戴莉费了不少力气才找到受伤的蝙蝠一家。就在它们准备离开洞穴的时候，外面狂风大作，无数雪花被风裹挟而来，挡住了所有的光。邓恩又尝试了几个方向，比找不到出口更令人绝望的是蝙蝠一家越来越微弱的呼吸。\n\n　　戴莉飞到了它耳边开始歌唱，金色的旋律指引抚平了邓恩有些焦躁的心情，他沿着音符亮起的方向走去。十米，五十米，一百米……眼前仍然没有出现洞口的光亮，戴莉意识到前往出口的代价可能比想象中更多。\n\n　　没有犹豫。\n\n　　它飞得更高了，飞到邓恩根本看不清的地方，歌唱到背上的羽毛所剩无几，她开始下坠。\n\n　　眼前还是没有出现光亮。	On the last day of the year, the forest encountered a blizzard unseen in a century, and the Owl Elder called an emergency meeting. \n\n \"The snow above the northern cave has collapsed, and a family of hibernating bats lives inside. We cannot leave them be.\" \n\n All the animals fell silent; they generally did not associate with bats. Only Dunn had visited that cave last spring, but he had long forgotten what it looked like inside. \n\n \"Let's go!\" Daly jumped onto the tips of the antlers. \"Even if you lose your way inside, my singing can lead us to the right path.\" \n\n They entered the cave just like that. The structure inside was intricate and complex, and it took Dunn and Daly quite some effort to find the injured bat family. Just as they were preparing to leave the cave, a gale blew outside, and countless snowflakes were carried by the wind, blocking all light. Dunn tried several more directions. More desperate than not finding the exit was the increasingly weak breathing of the bat family. \n\n Daly flew to his ear and began to sing. The golden melody guided and soothed Dunn's somewhat restless mood, and he walked along the direction where the notes lit up. Ten meters, fifty meters, one hundred meters... There was still no light from the cave entrance in sight. Daly realized that the price of reaching the exit might be higher than imagined. \n\n Without hesitation. \n\n She flew higher, to a place where Dunn couldn't see clearly, singing until there were few feathers left on her back, and she began to fall. \n\n There was still no light in sight.	
