ID	CN	EN	RU_TRANSLATION
798	<DecH>工艺：</>压纹皮革\n永不流动的黄昏停滞于肩甲，哪怕此身沐浴落日，仍有唤醒黎明之志。	<DecH> Craft: </> Embossed Leather \n The never-flowing sunset lingers on the shoulder armor; even if this body is bathed in the setting sun, there is still the ambition to awaken the dawn.	
799	<DecH>工艺：</>压纹皮革・银铆轻铠・轻便战甲\n永不流动的黄昏停滞于肩甲，哪怕此身沐浴落日，仍有唤醒黎明之志。	<DecH> Craft: </> Embossed Leather - Silver Rivet Light Armor - Lightweight Battle Armor \n The never-flowing sunset lingers on the shoulder armor; even if this body is bathed in the setting sun, there is still the ambition to awaken the dawn.	
800	<DecH>工艺：</>友好的灵界生物，经过“橘光”启蒙的喵呜贼\n（积极地扭动）（光明且适度地爬行）（大方地前进）\n（随风飘荡）（脚步轻盈）（沐浴阳光） 	<DecH> Craft: </> Friendly Spirit World creature, a Meow-Meow Thief enlightened by \"Orange Light\" \n (Wiggles actively) (Crawls brightly and moderately) (Advances generously) \n (Drifts with the wind) (Light-footed) (Bathed in sunlight)	
801	<DecH>工艺：</>战旗织锦・常胜肩甲\n常胜的勇士出征，为其授勋的是下一场胜利。	<DecH>Craft: </>Battle Flag Brocade & Ever-Victorious Pauldrons\nThe ever-victorious warrior sets out, decorated for the next victory.	
802	<DecH>工艺：</>旅迹裁量\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<DecH> Craft: </> Journey Measurement \n The starry sky is vast, and all doors are reachable. Wearing this, may the starlight of your journey guide you so you are never lost.	
803	<DecH>工艺：</>星光织锦・旅迹裁量\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<DecH> Craft: </> Starlight Brocade · Journey Measurement \n The starry sky is vast, and all doors are reachable. Wearing this, may the starlight of your journey guide you so you are never lost.	
804	<DecH>工艺：</>星光织锦・旅迹裁量・短斗篷套装\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<DecH> Craft: </> Starlight Brocade · Journey Measurement · Short Cape Set \n The starry sky is vast, and all doors are reachable. Wearing this, may the starlight of your journey guide you so you are never lost.	
805	<DecH>工艺：</>浅金柔缎・红绒菱格・安眠睡袍\n像旧宅走廊铺了一冬的地砖，踩上无声，却藏着说不清的安稳与温存。	<DecH> Craft: </> Light Gold Soft Satin · Red Velvet Diamond Pattern · Slumber Robe \n Like the floor tiles of an old house corridor that have been laid for a winter, stepping on them is silent, yet they hide an indescribable stability and warmth.	
806	<DecH>工艺：</>狒狒绒毛・精致缝纫\n银色的柔绒小包。（非常适合存放香蕉！）	<DecH> Craft: </> Baboon Fur · Exquisite Sewing \n A small, soft silver bag. (Very suitable for storing bananas!)	
807	<DecH>工艺：</>精鞣皮革\n身着雾霭和尘埃，在万都之都的角落寻找属于自己的晴天。	<DecH>Crafting: </>Tanned Leather\nDressed in mist and dust, searching for one's own sunny day in the corners of the City of Cities.	
808	<DecH>工艺：</>精鞣皮革・轻便裁剪・都市漫步装\n身着雾霭和尘埃，在万都之都的角落寻找属于自己的晴天。	<DecH>Crafting: </>Tanned Leather - Lightweight Cut - Urban Stroll Outfit\nDressed in mist and dust, searching for one's own sunny day in the corners of the City of Cities.	
809	<DecH>工艺：</>红绒菱格\n像旧宅走廊铺了一冬的地砖，踩上无声，却藏着说不清的安稳与温存。	<DecH>Craftsmanship: </>Red Velvet Diamond Pattern\nLike the floor tiles laid for a winter in the hallway of an old house, stepping on them is silent, yet they hide an indescribable stability and warmth.	
810	<DecH>工艺：</>象牙缎面\n宫廷马场的大门再次敞开时，步伐与仪态，同样不曾松懈半分。	<DecH>Craft: </>Ivory Satin Finish\nWhen the gates of the court stables open once more, neither one's pace nor one's poise shall falter in the slightest.	
811	<DecH>工艺：</>象牙缎面・珠链点缀・宫廷骑装\n宫廷马场的大门再次敞开时，步伐与仪态，同样不曾松懈半分。	<DecH> Craft: </> Ivory Satin · Bead Chain Ornament · Court Riding Suit \n When the gates of the court stables open again, the pace and demeanor are just as sharp as ever.	
812	<DecH>工艺：</>雾光垂纱・优雅刺绣\n织物如云如雾，也像一位女士无可奈何却终将面对的结局。	<DecH> Craft: </> Mist Light Draping Gauze - Elegant Embroidery \n The fabric is like clouds and mist, and also like the ending that a lady is helpless to face but will eventually face.	
813	<DecH>工艺：</>香槟金属・手工镶嵌\n由鲁恩顶级珠宝商推出的化装舞会面饰，据说灵感来自于佛尔思·沃尔女士那篇患者面部开花的恐怖小说。当然，他们做了不少美化。	<DecH>Craft: </>Champagne Metal & Hand-Inlaid\nA masquerade mask launched by a top Loen jeweler, said to be inspired by Ms. Fors Wall's horror novel about a patient whose face blooms with flowers. Of course, they made quite a few aesthetic adjustments.	
814	<DecH>工艺：</>驼色软呢・外出便服\n晚风之中，步伐因舒适的衣衫而更加轻盈。明日也将是美好的明日。	<DecH>Crafting: </>Camel Tweed - Casual Outing Wear\nIn the evening breeze, your steps feel lighter thanks to the comfortable clothing. Tomorrow will also be a beautiful tomorrow.	
815	<DecH>工艺：</>驼色软呢・洁白内衬・外出便服\n晚风之中，步伐因舒适的衣衫而更加轻盈。明日也将是美好的明日。	<DecH>Crafting: </>Camel Tweed - White Lining - Casual Outing Wear\nIn the evening breeze, your steps feel lighter thanks to the comfortable clothing. Tomorrow will also be a beautiful tomorrow.	
816	<Default>正在拼点分配下列资源，</><Tips>优先分配给想要的玩家。</>	<Default>Rolling for these resources. </><Tips>Interested players get priority.</>	
817	<Default>风尚等级：</><Highlight>%d级</>	<Default> Fashion Level: </> <Highlight> %d Level </>	
818	<Double>%s倍</>	<Double>%sx</>	
819	<Double>双倍</>	<Double>Double</>	
820	<EmptyText_B>俱乐部资料室达到</><Prompt_White>%d</><EmptyText_B>级</>	<EmptyText_B> Club Archive reached level </><Prompt_White>%d</><EmptyText_B> </>	
821	<EmptyText_B>扮演等级达到</><Prompt_White>%d</><EmptyText_B>级</>	<EmptyText_B> Acting level reached level </><Prompt_White>%d</><EmptyText_B> </>	
822	<Enemy_Name>%s</>俱乐部的	<Enemy_Name>%s</> Club's	
823	<EntryScore>%s</>存在相同被替换装备<EntryScore>【%s】</>，选择方案进行同步替换。	<EntryScore> %s </> There is an identical equipped item <EntryScore> [%s] </>, choose a plan to synchronize the replacement.	
824	<EquipHighLight>可通过恩赐方案</>无损切换<EquipHighLight>恩赐词条</>	<EquipHighLight>Can switch </>Blessing Affixes<EquipHighLight> without loss via Blessing Schemes</>	
825	<EquipHighLight>可通过恩赐方案</>无损切换<EquipHighLight>重塑词条</>	<EquipHighLight>Can be switched without loss via Gift Scheme </> and reshaped entries <EquipHighLight></>	
826	<EquipHighLight>更换装备时，</>无损转移<EquipHighLight>强化效果</>	<EquipHighLight>When changing equipment, </>transfer Strengthening effects without loss<EquipHighLight></>	
827	<F_Def>选中好友数：%s</>	<F_Def> Friends selected: %s</>	
828	<Gift>%s</>:为<Gift>%s</>送出<Gift>捣蛋时刻-</><Gift>%s分</>！	<Gift>%s</>: Sent <Gift>%s</> a <Gift> Prank Moment - </><Gift>%s points </>!	
829	<Gift>%s</>:为<Gift>%s</>送出<Gift>粉丝团灯牌+</><Gift>%s分</>！	<Gift>%s</>: Sent <Gift>%s</> a <Gift> Fan Club Light Board + </><Gift>%s points </>!	
830	<Grey>请选择要赠送给</><Stress>%s</><Grey>的礼物</>	<Grey> Please select the gift to give to </><Stress>%s</><Grey> </>	
831	<Hide stylename=\"Transparent\" id=\"#161\">兔子</>之神<Delete id=\"#158\">比必币</>庇佑，信徒愿意一生吃<Delete id=\"#158\">书数</>蔬菜，只希<Delete id=\"#158\">忘</>望您宽恕我的罪过。\n我会用白色<Delete id=\"#158\">拉</>蜡烛，按照兔子的形状<Delete id=\"#158\">拜</>摆放祭坛，绝不忘记圆圈中心的眼睛和<Delete id=\"#158\">比</>鼻子！	May the God of <Hide stylename=\"Transparent\" id=\"#161\">Rabbits</><Delete id=\"#158\">Bibi Coins</> bless me. This believer vows to eat <Delete id=\"#158\">books</> vegetables for life and only <Delete id=\"#158\">forgets</> hopes that You will forgive my sins.\nI will use white <Delete id=\"#158\">pull</> candles and <Delete id=\"#158\">worship</> arrange the altar in the shape of a rabbit, never forgetting the eyes and <Delete id=\"#158\">compare</> nose in the center of the circle!	
832	<HighLight>%s秒</>后开始下一局匹配 	Next match starts in <HighLight>%s seconds </>	
833	<HighLight>[%s]</>与<HighLight>[%s]</>的俱乐部宣战已正式开战，胜负即将揭晓！	<HighLight>[%s]</> and <HighLight>[%s]</>'s club war has officially begun, the outcome will soon be revealed!	
834	<HighLight>[%s]</>回绝了<HighLight>[%s]</>的俱乐部宣战，不战而退，选择认输。	<HighLight>[%s]</> rejected the club war declaration from <HighLight>[%s]</>, retreating without a fight and choosing to concede.	
835	<HighLight>[%s]</>已向<HighLight>[%s]</>发起俱乐部宣战——战火将起，胜负未定。	<HighLight>[%s]</> has declared a club war against <HighLight>[%s]</>—the flames of war are about to rise, and the outcome is uncertain.	
836	<HighLight>[%s]</>接受了<HighLight>[%s]</>的俱乐部宣战，决斗将在[今天%s]开启！	<HighLight>[%s]</> accepted the club war declaration from <HighLight>[%s]</>, the duel will begin [today %s]!	
837	<HighLight>[%s]</>接受了<HighLight>[%s]</>的俱乐部宣战，决斗将在[明天%s]开启！	<HighLight>[%s]</> accepted the club war declaration from <HighLight>[%s]</>, the duel will begin [tomorrow %s]!	
838	<HighLight_L>[%s]</>已向本俱乐部发起宣战。会长可<HyperLink stylename=\"Chat_Hyperlink\" u=\"jump=1302473\">【点击前往俱乐部宣战】</>应战或认输——若<HighLight_L>1小时内未响应</>，将视为自动认输，并扣除相应资金。	<HighLight_L>[%s]</> has declared war on this Club. The President can <HyperLink stylename=\"Chat_Hyperlink\" u=\"jump=1302473\">【Click to go to Club War】</> accept the challenge or concede—if there is no response within <HighLight_L> 1 hour </>, it will be treated as an automatic concession, and the corresponding funds will be deducted.	
839	<Highlight>%s</>不足，是否选择抵扣<Highlight>%d</>个<Highlight>%s</>	Insufficient <Highlight>%s</>. Do you want to choose to offset <Highlight>%d</> <Highlight>%s</>?	
840	<Highlight>%s</>后恢复1点体力，可使用道具快速恢复体力	1 Stamina restored after <Highlight>%s</>, use items to restore stamina quickly	
841	<Highlight>%s</>后系统将自动分配并确认	<Highlight> %s </> System will automatically assign and confirm after	
842	<Highlight>%s</>按键设置为空，请确认 是否需要重新设置！	<Highlight>%s</> key settings are empty. Please confirm if you need to reset them!	
843	<Highlight>%s</>新染色内容将覆盖并储存至当前染色方案，是否确认？	The new dye content of <Highlight>%s</> will overwrite and be stored in the current dye scheme. Confirm?	
844	<Highlight>05时23分38秒</>后系统将自动分配并确认	System will automatically assign and confirm after <Highlight>05:23:38</>	
845	<Highlight>“律令扉页”</>征服声望加成	<Highlight>\"Law Command Page\"</> Conquest prestige bonus	
846	<Highlight>【%s】</>不足，是否前往商城进行购买？	Insufficient <Highlight>【%s】</>. Go to the mall to purchase?	
847	<Highlight>【段位奖励说明】</>\n\n1、段位玩法包括：冒险、同行、副本、趣斗、主宰争锋、神座之争、命运时刻、终末猎杀。\n\n2、游玩每种玩法可分别积累对应胜点，继而提升段位，获得段位奖励。\n\n3、每个段位的奖励<Highlight>至多领取三次</>，可自由选择喜欢的3种玩法体验，<Highlight>无需全部游玩</>。\n\n4、系统会自动把当前段位最高的三个玩法列在主要位置，点击各个模块可快捷前往对应玩法界面。\n\n5、段位重置后，段位奖励也会重置。	<Highlight>【Rank Reward Description】</>\n\n 1. Ranked modes include: Adventure, Companion, Dungeon, Fun Fight, Dominator's Clash, Battle for the Throne of God, Moment of Fate, and Final Hunt.\n\n 2. Playing each mode accumulates corresponding victory points, which increase your rank and grant rank rewards.\n\n 3. Rewards for each rank can be claimed <Highlight>up to three times</>. You can freely choose 3 modes you enjoy; <Highlight>you do not need to play all of them</>.\n\n 4. The system automatically lists the three modes with your highest rank in the primary positions. Click on each module to quickly navigate to the corresponding mode interface.\n\n 5. Rank rewards will reset when the rank resets.	
848	<Highlight>伦纳德</>近日停留在俱乐部，收集四散在各地的异象之物。\n如果收集到了足够数量的异象之物，可前往<Highlight>俱乐部场景</>从伦纳德处换取丰厚的奖励。	<Highlight>Leonard</> has been staying at the Club recently, collecting Objects of Phenomenon scattered everywhere. \nIf you have collected a sufficient number of Objects of Phenomenon, you can go to the <Highlight>Club scene</> to exchange them for generous rewards from Leonard.	
849	<Highlight>俱乐部</>功能已经解锁，点击前往查看。	The <Highlight>Club</> function is unlocked. Click to view it.	
850	<Highlight>叹息之种·争怪任务可接取次数</>，任务目标为<Highlight>前往指定争怪区域接取并击败试炼怪物</>。	<Highlight> Remaining attempts for the Seed of Sighs: Monster Dispute quest </>. The quest objective is to <Highlight> go to the designated dispute area to accept and defeat the trial monster </>.	
851	<Highlight>叹息之种·狩怪任务可接取次数</>，任务目标为<Highlight>寻找并击败猎龙之城中游荡的骑士</>。	<Highlight> Remaining attempts for the Seed of Sighs: Monster Hunt quest </>. The quest objective is to <Highlight> find and defeat the knights wandering in the City of Dragon Hunting </>.	
852	<Highlight>在激活时间内</>，击杀召唤出来的<HyperLink stylename=\"Clickable\" u=\"\">灾异先锋</>。|击败灾异先锋：<Highlight>%d</>/1	<Highlight> Within the activation time </>, kill the summoned <HyperLink stylename=\"Clickable\" u=\"\"> Calamity Vanguard </>. | Defeat Calamity Vanguard: <Highlight>%d</>/1	
853	<Highlight>在激活时间内</>，击败3场波次<HyperLink stylename=\"Clickable\" u=\"\">失控生物</>。|当前潮汐波次：<Green>%s</>/<Highlight>3</>	<Highlight> Within the activation time </>, defeat 3 waves of <HyperLink stylename=\"Clickable\" u=\"\"> loss of control creatures </>. | Current tide wave: <Green>%s</>/<Highlight>3</>	
854	<Highlight>在激活时间内</>，寻找并击败地图中游荡的<HyperLink stylename=\"Clickable\" u=\"\">守卫者</>。|击败守卫者：<Highlight>%d</>/2	<Highlight> Within the activation time </>, find and defeat the <HyperLink stylename=\"Clickable\" u=\"\"> Guardians </> wandering the map.|Defeat Guardians: <Highlight>%d</>/2	
855	<Highlight>在激活时间内</>，寻找并击败地图中游荡的<HyperLink stylename=\"Clickable\" u=\"\">守卫者</>。|击败守卫者：<Highlight>%d</>/3	<Highlight> Within the activation time </>, find and defeat the <HyperLink stylename=\"Clickable\" u=\"\"> Guardians </> wandering the map.|Defeat Guardians: <Highlight>%d</>/3	
856	<Highlight>将猩红遗物材料呈交猎杀管家</>，推进<Highlight>猎杀进度</>，解锁阶段<Highlight>丰厚奖励</>。请注意：<Highlight>猩红遗物仅在猎龙之城内有效</>，离开后将<Highlight>自动失效并清除</>。	<Highlight> Submit Crimson Relic materials to the Hunt Butler </> to advance <Highlight> Hunt Progress </> and unlock <Highlight> rich rewards </> for each stage. Please note: <Highlight> Crimson Relics are only effective within the City of Dragon Hunting </>; they will <Highlight> automatically expire and be cleared </> upon leaving.	
857	<Highlight>工艺：</>压纹皮革\n永不流动的黄昏停滞于肩甲，哪怕此身沐浴落日，仍有唤醒黎明之志。	<Highlight>Crafting:</> Embossed Leather\nThe never-flowing twilight lingers on the shoulder armor; even if this body is bathed in the setting sun, there is still the ambition to awaken the dawn.	
858	<Highlight>工艺：</>压纹皮革·银铆轻铠·轻便战甲\n永不流动的黄昏停滞于肩甲，哪怕此身沐浴落日，仍有唤醒黎明之志。	<Highlight> Craft: </> Embossed Leather · Silver Rivet Light Armor · Lightweight Battle Armor \n The never-flowing twilight lingers on the pauldrons; even if this body is bathed in the setting sun, there is still the ambition to awaken the dawn.	
859	<Highlight>工艺：</>压纹皮革・银铆轻铠・轻便战甲\n永不流动的黄昏停滞于肩甲，哪怕此身沐浴落日，仍有唤醒黎明之志。	<Highlight>Craftsmanship: </>Embossed Leather, Silver Rivet Light Armor, & Lightweight Battle Gear\nThe unmoving twilight lingers on the pauldrons; even if this body is bathed in the setting sun, it still holds the ambition to awaken the dawn.	
860	<Highlight>工艺：</>友好的灵界生物，经过“橘光”启蒙的喵呜贼\n（积极地扭动）（光明且适度地爬行）（大方地前进）\n（随风飘荡）（脚步轻盈）（沐浴阳光） 	<Highlight> Craft: </> Friendly Spirit World Creature, the Meow Thief enlightened by the \"Orange Light\" \n (Actively wiggling) (Crawling brightly and moderately) (Advancing generously) \n (Floating with the wind) (Light-footed) (Bathing in sunlight) 	
861	<Highlight>工艺：</>友好的灵界生物，经过“橘光”启蒙的喵呜贼\n（积极地扭动）（光明且适度地爬行）（大方地前进）\n（随风飘荡）（脚步轻盈）（沐浴阳光） \n重复获取将自动分解为绑定金镑×100。	<Highlight> Craft: </> Friendly Spirit World Creature, the Meow Thief enlightened by the \"Orange Light\" \n (Actively wiggling) (Crawling brightly and moderately) (Advancing generously) \n (Floating with the wind) (Light-footed) (Bathing in sunlight) \n Duplicate acquisitions will be automatically decomposed into Bound Gold Pounds ×100.	
862	<Highlight>工艺：</>战旗织锦・常胜肩甲\n常胜的勇士出征，为其授勋的是下一场胜利。	<Highlight>Craft: </>Battle Flag Brocade · Ever-Victorious Shoulder Armor\nThe ever-victorious warrior sets out, and it is the next victory that bestows the honor upon them.	
863	<Highlight>工艺：</>旅迹裁量\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<Highlight> Craft: </> Journey Measurement \n The starry sky is vast, and all Doors can be reached. Wearing this, may the starlight of your journey guide you so you never get lost.	
864	<Highlight>工艺：</>星光织锦・旅迹裁量\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<Highlight> Craft: </> Starlight Brocade · Journey Measurement \n The starry sky is vast, and all Doors can be reached. Wearing this, may the starlight of your journey guide you so you never get lost.	
865	<Highlight>工艺：</>星光织锦・旅迹裁量・短斗篷套装\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<Highlight> Craft: </> Starlight Brocade · Journey Measurement · Short Cape Set \n The starry sky is vast, and all Doors can be reached. Wearing this, may the starlight of your journey guide you so you never get lost.	
866	<Highlight>工艺：</>星尘细呢·旅迹纹样·短斗篷套装\n星空浩瀚，凡门皆达。披戴此身，愿旅途的星辉指引你们永不迷失。	<Highlight> Craft: </> Stardust Fine Wool · Journey Pattern · Short Cape Set \n The starry sky is vast, and all doors can be reached. Wearing this, may the starlight of the journey guide you to never be lost.	
867	<Highlight>工艺：</>柔光软绸・蕾丝轻纱\n某位帝王曾在日记里留下一句未完的感慨，现下品鉴确实别有风味。	<Highlight>Craft: </>Soft Light Silk/Lace Tulle\nA certain emperor once left an unfinished remark in his diary, which is indeed quite tasteful to appreciate now.	
868	<Highlight>工艺：</>柔光软绸・蕾丝轻纱・修身睡裙\n某位帝王曾在日记里留下一句未完的感慨，现下品鉴确实别有风味。	<Highlight>Craft: </>Soft Light Silk/Lace Tulle/Slim-fit Nightgown\nA certain emperor once left an unfinished remark in his diary, which is indeed quite tasteful to appreciate now.	
