ID	CN	EN	RU_TRANSLATION
514	<Assistant_Title1>【教团/跑团】</>\n<Assistant_System>教团</>是跑团体系中的核心成长与阵营系统。加入教团后，你可以获得独立的<Assistant_Property1>教团等级</>、<Assistant_Property1>教团属性</>和对应教团的专属玩法。\n\n<Assistant_Title2>主要内容：</>\n1. 选择教团并完成属性配置。\n2. 通过教团玩法获得教团行动值以及各类奖励。\n3. 提升教团等级，解锁动作、外观、称号等奖励。\n4. 在探索与教团玩法中使用魅力、直觉、学识、武力等属性进行判定。\n\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[如何加入教团]|1273}，{SendAnswer:[教团属性说明]|1275}，{SendAnswer:[教团行动值与周上限]|1276}	<Assistant_Title1>【Coven/TRPG】</>\n<Assistant_System>Coven </> is the core growth and faction system in the TRPG system. After joining a Coven, you can obtain an independent <Assistant_Property1>Coven Level</>, <Assistant_Property1>Coven Attributes</>, and exclusive gameplay for that Coven. \n\n<Assistant_Title2>Main Content: </>\n1. Choose a Coven and complete attribute configuration. \n2. Obtain Coven Action Points and various rewards through Coven gameplay. \n3. Increase Coven Level to unlock rewards like actions, appearances, and titles. \n4. Use attributes like Charisma, Intuition, Knowledge, and Might for checks during exploration and Coven gameplay. \n\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[How to Join a Coven]|1273}, {SendAnswer:[Coven Attribute Explanation]|1275}, {SendAnswer:[Coven Action Points and Weekly Cap]|1276}	
515	<Assistant_Title1>【教团选择与属性加点】</>\n加入教团时会进入类似跑团角色创建的流程，主要分为<Assistant_Property1>教团</>、<Assistant_Property1>信仰</>、<Assistant_Property1>属性</>三步。\n\n<Assistant_Title2>规则说明：</>\n1. 选择教团后，该教团的能力与信仰会自动确定。\n2. 每个教团有推荐属性方案，可以直接使用推荐加点。\n3. 属性基础值最低为 8，最高为 16，总属性点为 44。\n\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[教团属性说明]|1275}，{SendAnswer:[如何加入教团]|1273}	<Assistant_Title1> [Covenant Selection and Attribute Points] </>\n When joining a Covenant, you will enter a process similar to tabletop RPG character creation, mainly divided into three steps: <Assistant_Property1> Covenant </>, <Assistant_Property1> Faith </>, and <Assistant_Property1> Attributes </>. \n\n<Assistant_Title2> Rules Explanation: </>\n 1. After selecting a Covenant, the abilities and faith of that Covenant will be automatically determined. \n 2. Each Covenant has a recommended attribute scheme, which you can use directly. \n 3. The base attribute value is at least 8 and at most 16, with a total of 44 attribute points. \n\n<Assistant_Title3> Recommended Searches: </> {SendAnswer: [Covenant Attribute Explanation] | 1275 }, {SendAnswer: [How to Join a Covenant] | 1273 }	
516	<Assistant_Title1>【旅行的初始】</>\n<Assistant_Title2>描述：</>人脉玩法奖励时装\n<Assistant_Title2>使用：</>使用后获得旅行的初始套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城-百货-往事陈列馆</>使用记忆珍匣兑换	<Assistant_Title1>【Beginning of the Journey】</>\n<Assistant_Title2>Description: </>Connection gameplay reward outfit\n<Assistant_Title2>Use: </>Use to obtain the Beginning of the Journey set. You can view and equip it by clicking <Assistant_System>Appearance - Dress Up</>.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Mall - General Goods - Past Exhibition Hall</>, redeem using Memory Treasure Boxes	
517	<Assistant_Title1>【旌旗的赞颂】</>\n<Assistant_Title2>描述：</>神眷发型\n<Assistant_Title2>使用：</>使用后获得旌旗的赞颂，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>1</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌购买	<Assistant_Title1> [Praise of the Banner] </>\n<Assistant_Title2> Description: </> God's Favor Hairstyle \n<Assistant_Title2> Use: </> After use, obtain Praise of the Banner; click <Assistant_System> Appearance - Change Outfit </> to view and use, or exchange for <Assistant_Red> 1 </> God's Favor Card. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>, or purchase using <Assistant_Red> 1 </> God's Favor Card in the <Assistant_System> Goddess's Gift Shop </>	
518	<Assistant_Title1>【无声誓言】</>\n<Assistant_Title2>描述：</>神眷发型\n<Assistant_Title2>使用：</>使用后获得无声誓言，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>1</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌购买	<Assistant_Title1> [Silent Covenant] </>\n<Assistant_Title2> Description: </> God's Favor Hairstyle \n<Assistant_Title2> Use: </> After use, obtain Silent Covenant; click <Assistant_System> Appearance - Change Outfit </> to view and use, or exchange for <Assistant_Red> 1 </> God's Favor Card. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>, or purchase using <Assistant_Red> 1 </> God's Favor Card in the <Assistant_System> Goddess's Gift Shop </>	
519	<Assistant_Title1>【无暗十字】</>\n<Assistant_Title2>描述：</>首充奖励饰品\n<Assistant_Title2>使用：</>使用后获得无暗十字，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>首次充值奖励	<Assistant_Title1>【Cross of No Darkness】</>\n<Assistant_Title2>Description: </>First-top-up reward accessory\n<Assistant_Title2>Use: </>Use to obtain Cross of No Darkness. You can view and equip it by clicking <Assistant_System>Appearance - Dress Up</>.\n<Assistant_Title2>Acquisition: </>First-top-up reward	
520	<Assistant_Title1>【无韵诗】</>\n<Assistant_Title2>描述：</>神眷池时装\n<Assistant_Title2>使用：</>使用后获得无韵诗套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1> [Blank Verse] </>\n<Assistant_Title2> Description: </> God's Favor Pool Outfit \n<Assistant_Title2> Use: </> After use, obtain the Blank Verse set; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>	
521	<Assistant_Title1>【日落泳装】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得日落泳装套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Sunset Swimwear】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Sunset Swimwear outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>	
522	<Assistant_Title1>【旧日遗风】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得旧日遗风套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Old Days Legacy】</>\n<Assistant_Title2>Description: </>Store Direct-purchase Outfit\n<Assistant_Title2>Usage: </>After purchasing in the store, you will obtain the Old Days Legacy set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Store</>	
523	<Assistant_Title1>【时之钟】</>\n<Assistant_Title2>描述：</>神眷池饰品\n<Assistant_Title2>使用：</>使用后获得时之钟，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1>【Clock of Time】</>\n<Assistant_Title2>Description:</>God-Favored Pool Accessory\n<Assistant_Title2>Use:</>After use, obtain the Clock of Time; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Summon-Spirit World Renewal</>	
524	<Assistant_Title1>【时之鸦】</>\n<Assistant_Title2>描述：</>段位奖励展台贴纸\n<Assistant_Title2>使用：</>使用后获得时之鸦，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>躺赢-段位天梯</>达到一定段位获取	<Assistant_Title1>【Crow of Time】</>\n<Assistant_Title2>Description: </>Rank Reward Display Stand Sticker\n<Assistant_Title2>Usage: </>After use, you will obtain Crow of Time. You can click <Assistant_System>Appearance-Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Easy Win-Ranked Ladder</>Obtained upon reaching a certain rank	
525	<Assistant_Title1>【时代的传奇】</>\n<Assistant_Title2>描述：</>神眷发型\n<Assistant_Title2>使用：</>使用后获得时代的传奇，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>1</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌购买	<Assistant_Title1> [Legend of the Era] </>\n<Assistant_Title2> Description: </> God's Favor Hairstyle \n<Assistant_Title2> Use: </> After use, obtain Legend of the Era; click <Assistant_System> Appearance - Change Outfit </> to view and use, or exchange for <Assistant_Red> 1 </> God's Favor Card. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>, or purchase using <Assistant_Red> 1 </> God's Favor Card in the <Assistant_System> Goddess's Gift Shop </>	
526	<Assistant_Title1>【时虫宝藏】</>\n<Assistant_Title2>介绍：</>“恶作剧之神”阿蒙藏有时之虫的宝藏散落在各处，触碰时之裂隙能唤出阿蒙的谜题。\n<Assistant_Title2>玩法指引：</>\n<Assistant_Title3>1. 寻找时虫宝藏</>\n可通过以下任一方式前往玩法：\n<Assistant_Property2>跑团入口：</>打开菜单进入【跑团】，加入任意教团后，在【秩序世界】中选择【时虫宝藏】，点击【前往】即可自动寻路。\n<Assistant_Property1>地图入口：</>打开地图，切换至【探秘】页签，在【世界详情】中查看【时虫宝藏】玩法图标，并根据图标指引，在地图中找到对应标识，点击【前往】即可自动寻路。\n<Assistant_Title3>2. 开启寻宝</>\n与时之裂隙互动，并完成与单片眼镜虚影的对话后，即可开启寻宝挑战。\n<Assistant_Title3>3. 收集宝藏</>\n根据指引寻找散落的宝箱，收集全部宝箱后即可开启最终宝箱，获得奖励。\n<Assistant_Title1>【助手提示】</>\n<Assistant_Red>灵视</>可以帮助发现隐藏的宝箱，建议在寻找过程中使用哦~\n部分隐藏宝箱需要完成挑战后才能开启。	<Assistant_Title1>【Worm of Time Treasure】</>\n<Assistant_Title2>Introduction: </>The \"God of Mischief\" Amon has hidden treasures of Worms of Time scattered everywhere. Touching a Rift of Time can summon Amon's puzzles.\n<Assistant_Title2>Gameplay Guide: </>\n<Assistant_Title3>1. Finding the Worm of Time Treasure</>\nYou can navigate to this activity using either of the following methods:\n<Assistant_Property2>TTRPG Entry:</>Open the Menu, enter [TTRPG], join any organization, select [Worm of Time Treasure] in the [Orderly World], and click [Go] to start auto-pathing.\n<Assistant_Property1>Map Entry:</>Open the map, switch to the [Exploration] tab, view the [Worm of Time Treasure] icon in [World Details], find the corresponding marker on the map based on the icon's guidance, and click [Go] to start auto-pathing.\n<Assistant_Title3>2. Starting the Treasure Hunt</>\nInteract with the Rift of Time and complete the conversation with the monocle phantom shadow to start the treasure hunt challenge.\n<Assistant_Title3>3. Collecting the Treasure</>\nFollow the guidance to find the scattered treasure chests; after collecting all of them, you can open the final treasure chest to receive your reward.\n<Assistant_Title1>【Assistant Tip】</>\n<Assistant_Red>spirit vision</> can help you discover hidden treasure chests; it is recommended to use it during your search~\nSome hidden treasure chests can only be opened after completing a challenge.	
527	<Assistant_Title1>【明于绿夜】</>\n<Assistant_Title2>描述：</>神眷池时装\n<Assistant_Title2>使用：</>使用后获得明于绿夜套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1> [Bright in Green Night] </>\n<Assistant_Title2> Description: </> God's Favor Pool Outfit \n<Assistant_Title2> Use: </> After use, obtain the Bright in Green Night set; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>	
528	<Assistant_Title1>【明心】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得明心，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【Clear Mind】</>\n<Assistant_Title2>Description: </>Character creation hairstyle.\n<Assistant_Title2>Usage: </>Obtain Clear Mind after character creation. You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Choose one hairstyle during character creation; remaining hairstyles can be obtained later via <Assistant_System>Shop</>.	
529	<Assistant_Title1>【星月烛台】</>\n<Assistant_Title2>描述：</>教团等级奖励展台组件\n<Assistant_Title2>使用：</>使用后获得星月烛台，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1>【Star-Moon Candlestick】</>\n<Assistant_Title2>Description: </>Coven level reward display component\n<Assistant_Title2>Use: </>Use to obtain Star-Moon Candlestick. You can view and equip it by clicking <Assistant_System>Appearance - Display Stand</>.\n<Assistant_Title2>Acquisition: </>Coven level unlock	
530	<Assistant_Title1>【星盘的启迪】</>\n<Assistant_Title2>描述：</>教团等级奖励时装\n<Assistant_Title2>使用：</>使用后获得星盘的启迪套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1>【Enlightenment of the Star Chart】</>\n<Assistant_Title2>Description: </>Coven level reward outfit\n<Assistant_Title2>Use: </>Use to obtain the Enlightenment of the Star Chart set. You can view and equip it by clicking <Assistant_System>Appearance - Dress Up</>.\n<Assistant_Title2>Acquisition: </>Coven level unlock	
531	<Assistant_Title1>【星盘的裁断】</>\n<Assistant_Title2>描述：</>教团等级奖励时装\n<Assistant_Title2>使用：</>使用后获得星盘的裁断套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1> [Judgment of the Star Chart] </>\n<Assistant_Title2> Description: </> Cult Level Reward Fashion \n<Assistant_Title2> Usage: </> After use, gain the Judgment of the Star Chart set, which can be viewed and used by clicking <Assistant_System> Appearance - Dress Up </>. \n<Assistant_Title2> Acquisition: </> Unlocked by Cult Level	
532	<Assistant_Title1>【星途】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得星途，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【Star Path】</>\n<Assistant_Title2>Description: </>Character creation hairstyle.\n<Assistant_Title2>Usage: </>Obtain Star Path after character creation. You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Choose one hairstyle during character creation; remaining hairstyles can be obtained later via <Assistant_System>Shop</>.	
533	<Assistant_Title1>【星髓水晶球】</>\n<Assistant_Title2>描述：</>风尚回廊展台组件\n<Assistant_Title2>使用：</>使用后获得展台组件星髓水晶球，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>风尚回廊</>收集进度解锁	<Assistant_Title1>【Star Marrow Crystal Ball】</>\n<Assistant_Title2>Description: </>Fashion Corridor display stand component\n<Assistant_Title2>Usage: </>After use, you will obtain the Star Marrow Crystal Ball display component. You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlock via <Assistant_System>Fashion Corridor</> collection progress.	
534	<Assistant_Title1>【晚风中】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得晚风中套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1> [In the Evening Breeze] </>\n<Assistant_Title2> Description: </> Mall Direct-Sale Fashion \n<Assistant_Title2> Usage: </> After purchasing in the Mall, gain the In the Evening Breeze set, which can be viewed and used by clicking <Assistant_System> Appearance - Dress Up </>. \n<Assistant_Title2> Acquisition: </> Obtained through <Assistant_System> Mall </>	
535	<Assistant_Title1>【晨雾仙踪】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得晨雾仙踪套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Morning Mist Fairy Trail】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Morning Mist Fairy Trail outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>	
536	<Assistant_Title1>【暖意蹲蹲】</>\n<Assistant_Title2>描述：</>段位奖励饰品\n<Assistant_Title2>使用：</>使用后获得暖意蹲蹲，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>躺赢-段位天梯</>达到一定段位获取	<Assistant_Title1>【Warm Squat】</>\n<Assistant_Title2>Description: </>Rank Reward Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain Warm Squat. You can click <Assistant_System>Appearance-Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Easy Win-Ranked Ladder</>Obtained upon reaching a certain rank	
