visibleTextExactOverrides	请选择要使用【灵体之线】的对象	["请选择要使用【灵体之线】的对象"] = "Select a target for [Spirit Body Threads]",
visibleTextExactOverrides	附身剩余时间	["附身剩余时间"] = "Possession Time Remaining",
visibleTextExactOverrides	秘偶属性生效总览	["秘偶属性生效总览"] = "Marionette Attribute Effects Overview",
visibleTextExactOverrides	本频道可用传音发言	["本频道可用传音发言"] = "Broadcasts can be sent in this channel",
visibleTextExactOverrides	本频道无法发言	["本频道无法发言"] = "You cannot speak in this channel",
visibleTextExactOverrides	但我们的数据——	["但我们的数据——"] = "But our data—",
visibleTextExactOverrides	哼唧！哼唧……	["哼唧！哼唧……"] = "Oink! Oink...",
visibleTextExactOverrides	嗯……都行。	["嗯……都行。"] = "Hmm... anything's fine.",
visibleTextExactOverrides	坏了，我可能把<P_Yellow>生物催长剂</>当成椰蓉洒在蛋糕上了！	["坏了，我可能把<P_Yellow>生物催长剂</>当成椰蓉洒在蛋糕上了！"] =
visibleTextExactOverrides	培根……你真是救我于水火啊……	["培根……你真是救我于水火啊……"] = "Bacon... you really saved me...",
visibleTextExactOverrides	培根……培根怎么回事？？	["培根……培根怎么回事？？"] = "Bacon... what's wrong with Bacon??",
visibleTextExactOverrides	太好了！拿到数据了！	["太好了！拿到数据了！"] = "Great! We got the data!",
visibleTextExactOverrides	好了。下次再来！	["好了。下次再来！"] = "There you go. Come again!",
visibleTextExactOverrides	情况有点失控了！跑啊！	["情况有点失控了！跑啊！"] = "This is getting out of control! Run!",
visibleTextExactOverrides	第一次来吗？要什么口味？	["第一次来吗？要什么口味？"] = "First time here? What flavor would you like?",
visibleTextExactOverrides	等下我就买一大堆小蛋糕给你！	["等下我就买一大堆小蛋糕给你！"] = "I'll buy you a whole bunch of cupcakes later!",
visibleTextExactOverrides	那就给你最经典的那种吧。	["那就给你最经典的那种吧。"] = "Then I'll give you the classic one.",
visibleTextExactOverrides	霍伊大学赛艇队招新！	["霍伊大学赛艇队招新！"] = "Hoy University Rowing Team is recruiting!",
visibleTextExactOverrides	成员列表	["成员列表"] = "Member List",
visibleTextExactOverrides	俱乐部会长	["俱乐部会长"] = "Club President",
visibleTextExactOverrides	正式成员	["正式成员"] = "Full Member",
visibleTextExactOverrides	候补成员	["候补成员"] = "Reserve Member",
visibleTextExactOverrides	可预存	["可预存"] = "Can Pre-store",
visibleTextExactOverrides	已预存	["已预存"] = "Pre-stored",
visibleTextExactOverrides	新手	["新手"] = "Beginner",
visibleTextExactOverrides	赛季剧情	["赛季剧情"] = "Season Story",
visibleTextExactOverrides	提交可获得猎杀进度	["提交可获得猎杀进度"] = "Submit to earn Hunt Progress",
visibleTextExactOverrides	可获得猎杀进度	["可获得猎杀进度"] = "Earn Hunt Progress",
visibleTextExactOverrides	当前进度：	["当前进度："] = "Current Progress:",
visibleTextExactOverrides	当前进度:	["当前进度:"] = "Current Progress:",
visibleTextExactOverrides	击杀	["击杀"] = "Kills",
visibleTextExactOverrides	助攻	["助攻"] = "Assists",
visibleTextExactOverrides	技能名称	["技能名称"] = "Skill Name",
visibleTextExactOverrides	次数	["次数"] = "Count",
visibleTextExactOverrides	伤害量	["伤害量"] = "Damage",
visibleTextExactOverrides	伤害来源	["伤害来源"] = "Damage Source",
visibleTextExactOverrides	寄售	["寄售"] = "Consignment",
visibleTextExactOverrides	终末猎杀	["终末猎杀"] = "Final Hunt",
visibleTextExactOverrides	主宰争锋	["主宰争锋"] = "Dominator's Clash",
visibleTextExactOverrides	主宰之战	["主宰之战"] = "Dominator's Clash",
visibleTextExactOverrides	秩序世界	["秩序世界"] = "World of Order",
visibleTextExactOverrides	本周获取上限	["本周获取上限"] = "Weekly Limit",
visibleTextExactOverrides	城市暗面	["城市暗面"] = "Dark City",
visibleTextExactOverrides	新	["新"] = "New",
visibleTextExactOverrides	同家族/俱乐部队员达到3人及以上	["同家族/俱乐部队员达到3人及以上"] = "3+ Party Members From the Same Family/Club",
visibleTextExactOverrides	对比	["对比"] = "Compare",
visibleTextExactOverrides	进攻模式·PVP	["进攻模式·PVP"] = "Offensive Mode · PvP",
visibleTextExactOverrides	随机获得2-4个词条	["随机获得2-4个词条"] = "Grants 2-4 Random Affixes",
visibleTextExactOverrides	神圣之杖	["神圣之杖"] = "Holy Staff",
visibleTextExactOverrides	线索	["线索"] = "Clue",
visibleTextExactOverrides	组队跟随中...	["组队跟随中..."] = "Following Party...",
visibleTextExactOverrides	组队跟随中…	["组队跟随中…"] = "Following Party...",
visibleTextExactOverrides	你在廷根的集体意识中失去了形态，意识正在退回现实...	["你在廷根的集体意识中失去了形态，意识正在退回现实..."] =
visibleTextExactOverrides	界面返回	["界面返回"] = "Back",
visibleTextExactOverrides	灵体之线玩法	["灵体之线玩法"] = "Spirit Body Threads",
visibleTextExactOverrides	廷根第一市民	["廷根第一市民"] = "Tingen's First Citizen",
visibleTextExactOverrides	[封]	["[封]"] = "[Sealed]",
visibleTextExactOverrides	狂袭式	["狂袭式"] = "Frenzied Assault",
visibleTextExactOverrides	廷根守墓人	["廷根守墓人"] = "Tingen Gravekeeper",
visibleTextExactOverrides	机器加工厂坊	["机器加工厂坊"] = "Machine Processing Workshop",
visibleTextExactOverrides	非凡材料每有1条词条格挡 +200	["非凡材料每有1条词条格挡 +200"] = "Each Beyonder Material affix grants Block +200",
visibleTextExactOverrides	总探索度	["总探索度"] = "Total Exploration",
visibleTextExactOverrides	上限可累计至下周	["上限可累计至下周"] = "Unused Limit Carries Over to Next Week",
visibleTextExactOverrides	安迪哥努斯笔记	["安迪哥努斯笔记"] = "Antigonus Notebook",
visibleTextExactOverrides	首通队伍	["首通队伍"] = "First-Clear Team",
visibleTextExactOverrides	男子：（癫狂）万物的“母亲”，赐予我们新生！	["男子：（癫狂）万物的“母亲”，赐予我们新生！"] =
visibleTextExactOverrides	“愚者”：拿上这个。	["“愚者”：拿上这个。"] = "\"The Fool\": Take this.",
visibleTextExactOverrides	丑人：（有效期十四年？为什么要签这么久的合同……）	["丑人：（有效期十四年？为什么要签这么久的合同……）"] =
visibleTextExactOverrides	没有太大危险了，不用特别在意。	["没有太大危险了，不用特别在意。"] =
visibleTextExactOverrides	罗珊小姐，这个铃铛是用来做什么的？	["罗珊小姐，这个铃铛是用来做什么的？"] =
visibleTextExactOverrides	三律之背反	["三律之背反"] = "Antinomy of the Three Laws",
visibleTextExactOverrides	镜像之自我	["镜像之自我"] = "Mirrored Self",
visibleTextExactOverrides	技能增强提高<Mark>30</>。	["技能增强提高<Mark>30</>。"] = "Skill Enhancement increased by <Mark>30</>.",
visibleTextExactOverrides	技能增强提高<Mark>30</>。\n激活套装<Mark>灵与知回响</>时不生效。	["技能增强提高<Mark>30</>。\n激活套装<Mark>灵与知回响</>时不生效。"] =
visibleTextExactOverrides	<CostRed>{1,2,（烙印已失效）}</>技能增强提高<Mark>30</>。\n激活套装<Mark>灵与知回响</>时不生效。	["<CostRed>{1,2,（烙印已失效）}</>技能增强提高<Mark>30</>。\n激活套装<Mark>灵与知回响</>时不生效。"] =
visibleTextExactOverrides	技能增强提高30。\n激活套装灵与知回响时不生效。	["技能增强提高30。\n激活套装灵与知回响时不生效。"] =
